"","subj","ID","itemN","rt","Task","TrialType","CongruentIncongruent","error"
"14877",3,3,2,365.56,"flankers","CongruentLeft","Congruent",0
"14878",3,3,1,371.66,"flankers","CongruentRight","Congruent",0
"14880",3,3,1,506.65,"flankers","CongruentRight","Congruent",0
"14881",3,3,4,670.48,"flankers","IncongruentRight","Incongruent",0
"14882",3,3,1,359.65,"flankers","CongruentRight","Congruent",0
"14883",3,3,2,360.42,"flankers","CongruentLeft","Congruent",0
"14884",3,3,2,427.77,"flankers","CongruentLeft","Congruent",0
"14887",3,3,1,460,"flankers","CongruentRight","Congruent",0
"14889",3,3,4,531.06,"flankers","IncongruentRight","Incongruent",0
"14890",3,3,3,532.22,"flankers","IncongruentLeft","Incongruent",0
"14891",3,3,1,349.43,"flankers","CongruentRight","Congruent",0
"14893",3,3,2,313.79,"flankers","CongruentLeft","Congruent",0
"14894",3,3,2,421.16,"flankers","CongruentLeft","Congruent",0
"14895",3,3,1,387.29,"flankers","CongruentRight","Congruent",0
"14896",3,3,1,369.45,"flankers","CongruentRight","Congruent",0
"14897",3,3,1,343.46,"flankers","CongruentRight","Congruent",0
"14899",3,3,2,358.5,"flankers","CongruentLeft","Congruent",0
"14900",3,3,2,367.29,"flankers","CongruentLeft","Congruent",0
"14902",3,3,2,438.29,"flankers","CongruentLeft","Congruent",0
"14903",3,3,1,353.73,"flankers","CongruentRight","Congruent",0
"14905",3,3,1,398.1,"flankers","CongruentRight","Congruent",0
"14906",3,3,2,297.4,"flankers","CongruentLeft","Congruent",0
"14907",3,3,2,402.11,"flankers","CongruentLeft","Congruent",0
"14908",3,3,4,493.48,"flankers","IncongruentRight","Incongruent",0
"14910",3,3,4,564.61,"flankers","IncongruentRight","Incongruent",0
"14912",3,3,1,358.76,"flankers","CongruentRight","Congruent",0
"14913",3,3,1,335.51,"flankers","CongruentRight","Congruent",0
"14914",3,3,2,354.94,"flankers","CongruentLeft","Congruent",0
"14915",3,3,1,422.34,"flankers","CongruentRight","Congruent",0
"14916",3,3,4,-295.01,"flankers","IncongruentRight","Incongruent",1
"14917",3,3,4,514.82,"flankers","IncongruentRight","Incongruent",0
"14918",3,3,4,411.94,"flankers","IncongruentRight","Incongruent",0
"14919",3,3,1,362.05,"flankers","CongruentRight","Congruent",0
"14922",3,3,3,431.73,"flankers","IncongruentLeft","Incongruent",0
"14923",3,3,2,400.51,"flankers","CongruentLeft","Congruent",0
"14924",3,3,1,395.9,"flankers","CongruentRight","Congruent",0
"14925",3,3,2,367.29,"flankers","CongruentLeft","Congruent",0
"14928",3,3,2,372.6,"flankers","CongruentLeft","Congruent",0
"14929",3,3,3,514.68,"flankers","IncongruentLeft","Incongruent",0
"14930",3,3,3,435.75,"flankers","IncongruentLeft","Incongruent",0
"14931",3,3,1,415.44,"flankers","CongruentRight","Congruent",0
"14932",3,3,1,362.92,"flankers","CongruentRight","Congruent",0
"14933",3,3,3,446.42,"flankers","IncongruentLeft","Incongruent",0
"14934",3,3,1,329.85,"flankers","CongruentRight","Congruent",0
"14936",3,3,2,307.72,"flankers","CongruentLeft","Congruent",0
"14937",3,3,2,380.38,"flankers","CongruentLeft","Congruent",0
"14938",3,3,2,301.16,"flankers","CongruentLeft","Congruent",0
"14939",3,3,3,557.88,"flankers","IncongruentLeft","Incongruent",0
"14940",3,3,1,407.01,"flankers","CongruentRight","Congruent",0
"14941",3,3,1,370.42,"flankers","CongruentRight","Congruent",0
"14942",3,3,2,309.88,"flankers","CongruentLeft","Congruent",0
"14943",3,3,1,323.98,"flankers","CongruentRight","Congruent",0
"14944",3,3,1,354.07,"flankers","CongruentRight","Congruent",0
"14945",3,3,1,365.47,"flankers","CongruentRight","Congruent",0
"14946",3,3,2,419.5,"flankers","CongruentLeft","Congruent",0
"14947",3,3,1,380.23,"flankers","CongruentRight","Congruent",0
"14948",3,3,2,348.91,"flankers","CongruentLeft","Congruent",0
"14949",3,3,1,301.64,"flankers","CongruentRight","Congruent",0
"14950",3,3,3,438.37,"flankers","IncongruentLeft","Incongruent",0
"14951",3,3,1,399.15,"flankers","CongruentRight","Congruent",0
"14952",3,3,2,370.55,"flankers","CongruentLeft","Congruent",0
"14953",3,3,4,472.6,"flankers","IncongruentRight","Incongruent",0
"14956",3,3,4,574.03,"flankers","IncongruentRight","Incongruent",0
"14957",3,3,3,441.8,"flankers","IncongruentLeft","Incongruent",0
"14958",3,3,1,453.21,"flankers","CongruentRight","Congruent",0
"14959",3,3,2,400.67,"flankers","CongruentLeft","Congruent",0
"14961",3,3,2,357.05,"flankers","CongruentLeft","Congruent",0
"14963",3,3,2,470.85,"flankers","CongruentLeft","Congruent",0
"14964",3,3,1,407.64,"flankers","CongruentRight","Congruent",0
"14965",3,3,1,419.12,"flankers","CongruentRight","Congruent",0
"14966",3,3,2,427.81,"flankers","CongruentLeft","Congruent",0
"14967",3,3,1,412.52,"flankers","CongruentRight","Congruent",0
"14968",3,3,2,346.61,"flankers","CongruentLeft","Congruent",0
"14969",3,3,4,464.7,"flankers","IncongruentRight","Incongruent",0
"14970",3,3,4,-366.82,"flankers","IncongruentRight","Incongruent",1
"14971",3,3,1,386.67,"flankers","CongruentRight","Congruent",0
"14972",3,3,2,363.36,"flankers","CongruentLeft","Congruent",0
"14973",3,3,2,398.72,"flankers","CongruentLeft","Congruent",0
"14974",3,3,2,455.53,"flankers","CongruentLeft","Congruent",0
"14975",3,3,2,445.66,"flankers","CongruentLeft","Congruent",0
"14976",3,3,1,435.67,"flankers","CongruentRight","Congruent",0
"14977",3,3,2,367.08,"flankers","CongruentLeft","Congruent",0
"14978",3,3,2,426.52,"flankers","CongruentLeft","Congruent",0
"14979",3,3,4,555.26,"flankers","IncongruentRight","Incongruent",0
"14980",3,3,4,481.78,"flankers","IncongruentRight","Incongruent",0
"14981",3,3,2,469.19,"flankers","CongruentLeft","Congruent",0
"14982",3,3,1,365.99,"flankers","CongruentRight","Congruent",0
"14983",3,3,2,347.99,"flankers","CongruentLeft","Congruent",0
"14984",3,3,2,450.09,"flankers","CongruentLeft","Congruent",0
"14985",3,3,1,400.16,"flankers","CongruentRight","Congruent",0
"14986",3,3,2,400.94,"flankers","CongruentLeft","Congruent",0
"14987",3,3,1,324.38,"flankers","CongruentRight","Congruent",0
"14990",3,3,2,388.44,"flankers","CongruentLeft","Congruent",0
"14991",3,3,2,397.11,"flankers","CongruentLeft","Congruent",0
"14992",3,3,1,373.91,"flankers","CongruentRight","Congruent",0
"14993",3,3,2,419.98,"flankers","CongruentLeft","Congruent",0
"14994",3,3,2,404.68,"flankers","CongruentLeft","Congruent",0
"14995",3,3,2,346.78,"flankers","CongruentLeft","Congruent",0
"14996",3,3,1,387.53,"flankers","CongruentRight","Congruent",0
"14997",3,3,1,385.65,"flankers","CongruentRight","Congruent",0
"14998",3,3,4,586.38,"flankers","IncongruentRight","Incongruent",0
"14999",3,3,2,360.77,"flankers","CongruentLeft","Congruent",0
"15002",3,3,2,382.11,"flankers","CongruentLeft","Congruent",0
"15005",3,3,1,382.27,"flankers","CongruentRight","Congruent",0
"15006",3,3,2,372.41,"flankers","CongruentLeft","Congruent",0
"15007",3,3,3,519.82,"flankers","IncongruentLeft","Incongruent",0
"15008",3,3,2,304.91,"flankers","CongruentLeft","Congruent",0
"15009",3,3,2,374.95,"flankers","CongruentLeft","Congruent",0
"15012",3,3,1,431.15,"flankers","CongruentRight","Congruent",0
"15013",3,3,1,375.95,"flankers","CongruentRight","Congruent",0
"15016",3,3,2,394.63,"flankers","CongruentLeft","Congruent",0
"15017",3,3,1,342,"flankers","CongruentRight","Congruent",0
"15018",3,3,1,382.74,"flankers","CongruentRight","Congruent",0
"15020",3,3,2,328.39,"flankers","CongruentLeft","Congruent",0
"15022",3,3,4,605.12,"flankers","IncongruentRight","Incongruent",0
"15023",3,3,1,312.95,"flankers","CongruentRight","Congruent",0
"15024",3,3,1,340.28,"flankers","CongruentRight","Congruent",0
"15025",3,3,1,370.43,"flankers","CongruentRight","Congruent",0
"15026",3,3,1,352.43,"flankers","CongruentRight","Congruent",0
"15027",3,3,4,531.81,"flankers","IncongruentRight","Incongruent",0
"15028",3,3,2,351.6,"flankers","CongruentLeft","Congruent",0
"15029",3,3,3,-330.96,"flankers","IncongruentLeft","Incongruent",1
"15031",3,3,2,359.8,"flankers","CongruentLeft","Congruent",0
"15032",3,3,1,347.14,"flankers","CongruentRight","Congruent",0
"15033",3,3,2,326.54,"flankers","CongruentLeft","Congruent",0
"15034",3,3,3,524.65,"flankers","IncongruentLeft","Incongruent",0
"15035",3,3,3,408.39,"flankers","IncongruentLeft","Incongruent",0
"15036",3,3,2,339.9,"flankers","CongruentLeft","Congruent",0
"15037",3,3,2,337.98,"flankers","CongruentLeft","Congruent",0
"15039",3,3,1,393.01,"flankers","CongruentRight","Congruent",0
"15040",3,3,2,316.39,"flankers","CongruentLeft","Congruent",0
"15041",3,3,3,-325.15,"flankers","IncongruentLeft","Incongruent",1
"15042",3,3,1,368.97,"flankers","CongruentRight","Congruent",0
"15045",3,3,2,318.41,"flankers","CongruentLeft","Congruent",0
"15046",3,3,2,335.18,"flankers","CongruentLeft","Congruent",0
"15047",3,3,1,365.15,"flankers","CongruentRight","Congruent",0
"15049",3,3,4,502.94,"flankers","IncongruentRight","Incongruent",0
"15050",3,3,1,333.35,"flankers","CongruentRight","Congruent",0
"15051",3,3,2,376.79,"flankers","CongruentLeft","Congruent",0
"15052",3,3,2,406.93,"flankers","CongruentLeft","Congruent",0
"15053",3,3,1,357,"flankers","CongruentRight","Congruent",0
"15055",3,3,4,590.76,"flankers","IncongruentRight","Incongruent",0
"15056",3,3,4,479.88,"flankers","IncongruentRight","Incongruent",0
"15057",3,3,4,480.65,"flankers","IncongruentRight","Incongruent",0
"15058",3,3,2,345.47,"flankers","CongruentLeft","Congruent",0
"15059",3,3,1,335.52,"flankers","CongruentRight","Congruent",0
"15060",3,3,2,371.01,"flankers","CongruentLeft","Congruent",0
"15061",3,3,1,326.4,"flankers","CongruentRight","Congruent",0
"15062",3,3,1,332.44,"flankers","CongruentRight","Congruent",0
"15063",3,3,1,338.5,"flankers","CongruentRight","Congruent",0
"15064",3,3,2,360.57,"flankers","CongruentLeft","Congruent",0
"15065",3,3,2,377.36,"flankers","CongruentLeft","Congruent",0
"15066",3,3,2,410.1,"flankers","CongruentLeft","Congruent",0
"15067",3,3,1,432.19,"flankers","CongruentRight","Congruent",0
"15068",3,3,2,371.61,"flankers","CongruentLeft","Congruent",0
"15069",3,3,1,393.61,"flankers","CongruentRight","Congruent",0
"15070",3,3,4,540.98,"flankers","IncongruentRight","Incongruent",0
"15072",3,3,1,356.35,"flankers","CongruentRight","Congruent",0
"15073",3,3,1,373.14,"flankers","CongruentRight","Congruent",0
"15076",3,3,1,343.96,"flankers","CongruentRight","Congruent",0
"15077",3,3,2,344.69,"flankers","CongruentLeft","Congruent",0
"15078",3,3,2,425.35,"flankers","CongruentLeft","Congruent",0
"15079",3,3,1,426.11,"flankers","CongruentRight","Congruent",0
"15080",3,3,1,362.8,"flankers","CongruentRight","Congruent",0
"15081",3,3,2,462.14,"flankers","CongruentLeft","Congruent",0
"15082",3,3,2,332.28,"flankers","CongruentLeft","Congruent",0
"15083",3,3,1,370.39,"flankers","CongruentRight","Congruent",0
"15084",3,3,2,333.82,"flankers","CongruentLeft","Congruent",0
"15085",3,3,1,417.24,"flankers","CongruentRight","Congruent",0
"15086",3,3,3,602.01,"flankers","IncongruentLeft","Incongruent",0
"15087",3,3,1,411.19,"flankers","CongruentRight","Congruent",0
"15089",3,3,3,-458.31,"flankers","IncongruentLeft","Incongruent",1
"15091",3,3,2,303.23,"flankers","CongruentLeft","Congruent",0
"15092",3,3,1,367.93,"flankers","CongruentRight","Congruent",0
"15093",3,3,1,341.96,"flankers","CongruentRight","Congruent",0
"15094",3,3,4,492.03,"flankers","IncongruentRight","Incongruent",0
"15095",3,3,1,330.13,"flankers","CongruentRight","Congruent",0
"15096",3,3,3,504.21,"flankers","IncongruentLeft","Incongruent",0
"15097",3,3,2,318.65,"flankers","CongruentLeft","Congruent",0
"15098",3,3,1,338.03,"flankers","CongruentRight","Congruent",0
"15099",3,3,2,338.76,"flankers","CongruentLeft","Congruent",0
"15100",3,3,3,563.53,"flankers","IncongruentLeft","Incongruent",0
"15101",3,3,2,316.68,"flankers","CongruentLeft","Congruent",0
"15102",3,3,1,517.45,"flankers","CongruentRight","Congruent",0
"15104",3,3,2,412.88,"flankers","CongruentLeft","Congruent",0
"15105",3,3,1,394.92,"flankers","CongruentRight","Congruent",0
"15106",3,3,1,379.73,"flankers","CongruentRight","Congruent",0
"15107",3,3,1,353.84,"flankers","CongruentRight","Congruent",0
"15108",3,3,3,517.19,"flankers","IncongruentLeft","Incongruent",0
"15109",3,3,1,374.26,"flankers","CongruentRight","Congruent",0
"15110",3,3,2,433.71,"flankers","CongruentLeft","Congruent",0
"15111",3,3,4,-326.27,"flankers","IncongruentRight","Incongruent",1
"15112",3,3,4,482.05,"flankers","IncongruentRight","Incongruent",0
"15113",3,3,1,352.18,"flankers","CongruentRight","Congruent",0
"15114",3,3,1,352.95,"flankers","CongruentRight","Congruent",0
"15115",3,3,1,345.72,"flankers","CongruentRight","Congruent",0
"15116",3,3,2,322.4,"flankers","CongruentLeft","Congruent",0
"15117",3,3,2,376.51,"flankers","CongruentLeft","Congruent",0
"15118",3,3,2,457.17,"flankers","CongruentLeft","Congruent",0
"15119",3,3,2,335.34,"flankers","CongruentLeft","Congruent",0
"15121",3,3,1,350.41,"flankers","CongruentRight","Congruent",0
"15122",3,3,1,361.78,"flankers","CongruentRight","Congruent",0
"15125",3,3,2,335.15,"flankers","CongruentLeft","Congruent",0
"15126",3,3,3,461.23,"flankers","IncongruentLeft","Incongruent",0
"15127",3,3,2,397.94,"flankers","CongruentLeft","Congruent",0
"15128",3,3,2,361.4,"flankers","CongruentLeft","Congruent",0
"15130",3,3,3,565.72,"flankers","IncongruentLeft","Incongruent",0
"15131",3,3,4,521.53,"flankers","IncongruentRight","Incongruent",0
"15132",3,3,2,376.03,"flankers","CongruentLeft","Congruent",0
"15133",3,3,4,480.81,"flankers","IncongruentRight","Incongruent",0
"15134",3,3,3,473.64,"flankers","IncongruentLeft","Incongruent",0
"15135",3,3,2,426.45,"flankers","CongruentLeft","Congruent",0
"15137",3,3,2,382.94,"flankers","CongruentLeft","Congruent",0
"15138",3,3,2,391.63,"flankers","CongruentLeft","Congruent",0
"15139",3,3,2,355.04,"flankers","CongruentLeft","Congruent",0
"15141",3,3,2,343.58,"flankers","CongruentLeft","Congruent",0
"15144",3,3,2,378.21,"flankers","CongruentLeft","Congruent",0
"15145",3,3,1,384.33,"flankers","CongruentRight","Congruent",0
"15146",3,3,3,462.46,"flankers","IncongruentLeft","Incongruent",0
"15147",3,3,1,399.25,"flankers","CongruentRight","Congruent",0
"15148",3,3,1,360.07,"flankers","CongruentRight","Congruent",0
"15149",3,3,1,408.81,"flankers","CongruentRight","Congruent",0
"15150",3,3,2,420.31,"flankers","CongruentLeft","Congruent",0
"15151",3,3,2,340.98,"flankers","CongruentLeft","Congruent",0
"15152",3,3,1,379.14,"flankers","CongruentRight","Congruent",0
"15153",3,3,1,419.81,"flankers","CongruentRight","Congruent",0
"15154",3,3,2,393.92,"flankers","CongruentLeft","Congruent",0
"15155",3,3,2,413.31,"flankers","CongruentLeft","Congruent",0
"15156",3,3,1,339.34,"flankers","CongruentRight","Congruent",0
"15158",3,3,2,421.06,"flankers","CongruentLeft","Congruent",0
"15159",3,3,3,-333.74,"flankers","IncongruentLeft","Incongruent",1
"15160",3,3,3,540.18,"flankers","IncongruentLeft","Incongruent",0
"15161",3,3,1,431.99,"flankers","CongruentRight","Congruent",0
"15162",3,3,1,523.44,"flankers","CongruentRight","Congruent",0
"15164",3,3,1,368.16,"flankers","CongruentRight","Congruent",0
"15165",3,3,1,382.24,"flankers","CongruentRight","Congruent",0
"15166",3,3,1,430.96,"flankers","CongruentRight","Congruent",0
"15168",3,3,2,419.35,"flankers","CongruentLeft","Congruent",0
"15169",3,3,1,385.48,"flankers","CongruentRight","Congruent",0
"15170",3,3,2,330.23,"flankers","CongruentLeft","Congruent",0
"15171",3,3,2,416.24,"flankers","CongruentLeft","Congruent",0
"15172",3,3,3,552.96,"flankers","IncongruentLeft","Incongruent",0
"15173",3,3,1,474.04,"flankers","CongruentRight","Congruent",0
"15174",3,3,1,405.49,"flankers","CongruentRight","Congruent",0
"15177",3,3,2,344.24,"flankers","CongruentLeft","Congruent",0
"15178",3,3,1,352.92,"flankers","CongruentRight","Congruent",0
"15180",3,3,2,418.63,"flankers","CongruentLeft","Congruent",0
"15181",3,3,3,552.76,"flankers","IncongruentLeft","Incongruent",0
"15182",3,3,4,705.86,"flankers","IncongruentRight","Incongruent",0
"15183",3,3,4,485.8,"flankers","IncongruentRight","Incongruent",0
"15184",3,3,2,337.27,"flankers","CongruentLeft","Congruent",0
"15185",3,3,2,410,"flankers","CongruentLeft","Congruent",0
"15186",3,3,2,408.03,"flankers","CongruentLeft","Congruent",0
"15187",3,3,2,422.07,"flankers","CongruentLeft","Congruent",0
"15188",3,3,1,348.27,"flankers","CongruentRight","Congruent",0
"15189",3,3,1,349.03,"flankers","CongruentRight","Congruent",0
"15190",3,3,1,304.34,"flankers","CongruentRight","Congruent",0
"15191",3,3,2,369.08,"flankers","CongruentLeft","Congruent",0
"15192",3,3,2,383.16,"flankers","CongruentLeft","Congruent",0
"15193",3,3,2,383.86,"flankers","CongruentLeft","Congruent",0
"15194",3,3,1,352.53,"flankers","CongruentRight","Congruent",0
"15195",3,3,1,387.91,"flankers","CongruentRight","Congruent",0
"15196",3,3,1,324.66,"flankers","CongruentRight","Congruent",0
"15199",3,3,1,364.63,"flankers","CongruentRight","Congruent",0
"15200",3,3,2,474.67,"flankers","CongruentLeft","Congruent",0
"15241",5,6,2,385.35,"flankers","CongruentLeft","Congruent",0
"15243",5,6,2,315.24,"flankers","CongruentLeft","Congruent",0
"15244",5,6,2,342.58,"flankers","CongruentLeft","Congruent",0
"15245",5,6,2,351.31,"flankers","CongruentLeft","Congruent",0
"15247",5,6,2,467.71,"flankers","CongruentLeft","Congruent",0
"15248",5,6,2,316.53,"flankers","CongruentLeft","Congruent",0
"15249",5,6,2,367.87,"flankers","CongruentLeft","Congruent",0
"15251",5,6,2,300.36,"flankers","CongruentLeft","Congruent",0
"15252",5,6,2,325.06,"flankers","CongruentLeft","Congruent",0
"15253",5,6,3,-288.57,"flankers","IncongruentLeft","Incongruent",1
"15254",5,6,1,-478.95,"flankers","CongruentRight","Congruent",1
"15255",5,6,2,368.15,"flankers","CongruentLeft","Congruent",0
"15256",5,6,1,358.24,"flankers","CongruentRight","Congruent",0
"15257",5,6,4,649.68,"flankers","IncongruentRight","Incongruent",0
"15258",5,6,1,346.84,"flankers","CongruentRight","Congruent",0
"15259",5,6,2,302.31,"flankers","CongruentLeft","Congruent",0
"15260",5,6,1,308.38,"flankers","CongruentRight","Congruent",0
"15262",5,6,2,424.73,"flankers","CongruentLeft","Congruent",0
"15263",5,6,3,-585.44,"flankers","IncongruentLeft","Incongruent",1
"15264",5,6,1,383.86,"flankers","CongruentRight","Congruent",0
"15266",5,6,1,385.52,"flankers","CongruentRight","Congruent",0
"15267",5,6,2,-346.31,"flankers","CongruentLeft","Congruent",1
"15268",5,6,1,336.76,"flankers","CongruentRight","Congruent",0
"15269",5,6,1,366.89,"flankers","CongruentRight","Congruent",0
"15270",5,6,1,404.89,"flankers","CongruentRight","Congruent",0
"15271",5,6,1,360.36,"flankers","CongruentRight","Congruent",0
"15272",5,6,2,379.81,"flankers","CongruentLeft","Congruent",0
"15274",5,6,2,338.94,"flankers","CongruentLeft","Congruent",0
"15275",5,6,2,347.68,"flankers","CongruentLeft","Congruent",0
"15277",5,6,1,266.63,"flankers","CongruentRight","Congruent",0
"15278",5,6,2,259.32,"flankers","CongruentLeft","Congruent",0
"15280",5,6,1,397.03,"flankers","CongruentRight","Congruent",0
"15283",5,6,1,312.04,"flankers","CongruentRight","Congruent",0
