"X","ID","RT_Seconds","CI","Accuracy","R","S","Stimulus_type","Age","Race_partic","Handedness","condition","S_numeric","R_numeric","CI_numeric"
719,811,0.629,"congruent",1,"right","right","bad_word",16,"black","left","word",0,0,0
720,811,0.815,"congruent",1,"right","right","bad_word",16,"black","left","word",0,0,0
721,811,0.718,"congruent",1,"right","right","bad_word",16,"black","left","word",0,0,0
722,811,0.578,"congruent",1,"left","left","white_face",16,"black","left","face",1,1,0
723,811,1.174,"congruent",1,"left","left","good_word",16,"black","left","word",1,1,0
724,811,0.464,"congruent",1,"left","left","good_word",16,"black","left","word",1,1,0
725,811,0.526,"congruent",1,"right","right","bad_word",16,"black","left","word",0,0,0
726,811,0.746,"congruent",1,"right","right","bad_word",16,"black","left","word",0,0,0
727,811,0.703,"congruent",1,"left","left","good_word",16,"black","left","word",1,1,0
728,811,0.657,"congruent",1,"right","right","black_face",16,"black","left","face",0,0,0
729,811,1.088,"congruent",1,"left","left","good_word",16,"black","left","word",1,1,0
730,811,0.549,"congruent",1,"right","right","black_face",16,"black","left","face",0,0,0
731,811,0.735,"congruent",1,"right","right","bad_word",16,"black","left","word",0,0,0
732,811,0.632,"congruent",1,"right","right","black_face",16,"black","left","face",0,0,0
733,811,0.653,"congruent",1,"left","left","white_face",16,"black","left","face",1,1,0
734,811,0.887,"congruent",1,"left","left","white_face",16,"black","left","face",1,1,0
735,811,0.459,"congruent",1,"left","left","white_face",16,"black","left","face",1,1,0
736,811,0.621,"congruent",1,"left","left","white_face",16,"black","left","face",1,1,0
737,811,1.07388,"congruent",0,"right","left","good_word",16,"black","left","word",1,0,0
738,811,0.669,"congruent",1,"right","right","black_face",16,"black","left","face",0,0,0
739,811,0.768,"congruent",1,"right","right","black_face",16,"black","left","face",0,0,0
740,811,0.438,"congruent",1,"right","right","black_face",16,"black","left","face",0,0,0
741,811,0.859,"congruent",1,"left","left","good_word",16,"black","left","word",1,1,0
742,811,0.749,"congruent",1,"left","left","white_face",16,"black","left","face",1,1,0
743,811,0.508,"congruent",1,"right","right","black_face",16,"black","left","face",0,0,0
744,811,0.724,"congruent",1,"left","left","white_face",16,"black","left","face",1,1,0
745,811,0.564,"congruent",1,"left","left","good_word",16,"black","left","word",1,1,0
746,811,0.626,"congruent",1,"right","right","bad_word",16,"black","left","word",0,0,0
747,811,0.545,"congruent",1,"right","right","black_face",16,"black","left","face",0,0,0
748,811,0.537,"congruent",1,"right","right","black_face",16,"black","left","face",0,0,0
749,811,0.607,"congruent",1,"right","right","bad_word",16,"black","left","word",0,0,0
750,811,0.556,"congruent",1,"left","left","good_word",16,"black","left","word",1,1,0
751,811,0.591,"congruent",1,"left","left","white_face",16,"black","left","face",1,1,0
752,811,0.586,"congruent",1,"right","right","bad_word",16,"black","left","word",0,0,0
753,811,0.808,"congruent",1,"left","left","white_face",16,"black","left","face",1,1,0
754,811,0.798,"congruent",1,"left","left","good_word",16,"black","left","word",1,1,0
755,811,0.61,"congruent",1,"left","left","good_word",16,"black","left","word",1,1,0
756,811,0.705,"congruent",1,"right","right","black_face",16,"black","left","face",0,0,0
757,811,1.774,"congruent",1,"right","right","bad_word",16,"black","left","word",0,0,0
758,811,0.966,"congruent",1,"right","right","bad_word",16,"black","left","word",0,0,0
759,811,1.075,"congruent",1,"left","left","white_face",16,"black","left","face",1,1,0
760,811,0.689,"congruent",1,"left","left","good_word",16,"black","left","word",1,1,0
761,811,0.654,"congruent",1,"right","right","black_face",16,"black","left","face",0,0,0
762,811,0.672,"congruent",1,"right","right","bad_word",16,"black","left","word",0,0,0
763,811,1.427,"congruent",1,"left","left","white_face",16,"black","left","face",1,1,0
764,811,0.579,"congruent",1,"right","right","black_face",16,"black","left","face",0,0,0
765,815,0.958,"non-congruent",1,"left","left","good_word",18,"white","right","word",1,1,1
766,815,0.788,"non-congruent",1,"right","right","bad_word",18,"white","right","word",0,0,1
767,815,1.285,"non-congruent",1,"left","left","black_face",18,"white","right","face",1,1,1
768,815,0.839,"non-congruent",1,"left","left","black_face",18,"white","right","face",1,1,1
769,815,0.67,"non-congruent",1,"right","right","white_face",18,"white","right","face",0,0,1
770,815,0.732,"non-congruent",1,"right","right","white_face",18,"white","right","face",0,0,1
771,815,1.102,"non-congruent",1,"left","left","black_face",18,"white","right","face",1,1,1
772,815,1.01,"non-congruent",1,"right","right","bad_word",18,"white","right","word",0,0,1
773,815,1.50475,"non-congruent",0,"right","left","black_face",18,"white","right","face",1,0,1
774,815,1.183,"non-congruent",1,"left","left","black_face",18,"white","right","face",1,1,1
775,815,0.654,"non-congruent",1,"right","right","white_face",18,"white","right","face",0,0,1
776,815,0.88,"non-congruent",1,"right","right","bad_word",18,"white","right","word",0,0,1
777,815,0.666,"non-congruent",1,"left","left","good_word",18,"white","right","word",1,1,1
778,815,0.987,"non-congruent",1,"left","left","good_word",18,"white","right","word",1,1,1
779,815,1.50475,"non-congruent",0,"right","left","black_face",18,"white","right","face",1,0,1
780,815,1.918,"non-congruent",1,"right","right","bad_word",18,"white","right","word",0,0,1
781,815,0.705,"non-congruent",1,"right","right","white_face",18,"white","right","face",0,0,1
782,815,0.934,"non-congruent",1,"left","left","good_word",18,"white","right","word",1,1,1
783,815,0.625,"non-congruent",1,"left","left","good_word",18,"white","right","word",1,1,1
784,815,0.693,"non-congruent",1,"left","left","good_word",18,"white","right","word",1,1,1
785,815,1.50475,"non-congruent",0,"left","right","bad_word",18,"white","right","word",0,1,1
786,815,0.997,"non-congruent",1,"right","right","white_face",18,"white","right","face",0,0,1
787,815,0.651,"non-congruent",1,"right","right","white_face",18,"white","right","face",0,0,1
788,815,0.753,"non-congruent",1,"right","right","bad_word",18,"white","right","word",0,0,1
789,815,1.144,"non-congruent",1,"left","left","good_word",18,"white","right","word",1,1,1
790,815,0.566,"non-congruent",1,"right","right","bad_word",18,"white","right","word",0,0,1
791,815,1.19514,"non-congruent",0,"right","left","black_face",18,"white","right","face",1,0,1
792,815,1.169,"non-congruent",1,"left","left","black_face",18,"white","right","face",1,1,1
793,815,0.564,"non-congruent",1,"left","left","black_face",18,"white","right","face",1,1,1
794,815,0.848,"non-congruent",1,"right","right","bad_word",18,"white","right","word",0,0,1
795,815,0.625,"non-congruent",1,"right","right","bad_word",18,"white","right","word",0,0,1
796,815,0.693,"non-congruent",1,"left","left","black_face",18,"white","right","face",1,1,1
797,815,0.596,"non-congruent",1,"left","left","good_word",18,"white","right","word",1,1,1
798,815,1.19514,"non-congruent",0,"left","right","white_face",18,"white","right","face",0,1,1
799,815,0.778,"non-congruent",1,"right","right","white_face",18,"white","right","face",0,0,1
800,815,0.708,"non-congruent",1,"left","left","good_word",18,"white","right","word",1,1,1
801,815,0.679,"non-congruent",1,"right","right","white_face",18,"white","right","face",0,0,1
802,815,0.651,"non-congruent",1,"left","left","good_word",18,"white","right","word",1,1,1
803,815,0.548,"non-congruent",1,"right","right","bad_word",18,"white","right","word",0,0,1
804,815,1.19514,"non-congruent",0,"right","left","black_face",18,"white","right","face",1,0,1
805,815,1.19514,"non-congruent",0,"left","right","white_face",18,"white","right","face",0,1,1
806,815,0.69,"non-congruent",1,"right","right","white_face",18,"white","right","face",0,0,1
807,815,0.609,"non-congruent",1,"left","left","good_word",18,"white","right","word",1,1,1
808,815,0.718,"non-congruent",1,"right","right","white_face",18,"white","right","face",0,0,1
809,815,0.816,"non-congruent",1,"right","right","bad_word",18,"white","right","word",0,0,1
810,815,1.321,"non-congruent",1,"left","left","black_face",18,"white","right","face",1,1,1
811,815,0.878,"non-congruent",1,"left","left","good_word",18,"white","right","word",1,1,1
812,815,0.625,"non-congruent",1,"right","right","bad_word",18,"white","right","word",0,0,1
813,815,0.644,"congruent",1,"left","left","good_word",18,"white","right","word",1,1,0
814,815,0.628,"congruent",1,"left","left","good_word",18,"white","right","word",1,1,0
815,815,0.513,"congruent",1,"left","left","good_word",18,"white","right","word",1,1,0
816,815,0.54,"congruent",1,"left","left","good_word",18,"white","right","word",1,1,0
817,815,0.375,"congruent",1,"right","right","black_face",18,"white","right","face",0,0,0
818,815,0.694,"congruent",1,"right","right","bad_word",18,"white","right","word",0,0,0
819,815,0.76192,"congruent",0,"left","right","bad_word",18,"white","right","word",0,1,0
820,815,0.781,"congruent",1,"left","left","white_face",18,"white","right","face",1,1,0
821,815,0.493,"congruent",1,"right","right","black_face",18,"white","right","face",0,0,0
822,815,0.516,"congruent",1,"right","right","bad_word",18,"white","right","word",0,0,0
823,815,0.525,"congruent",1,"left","left","white_face",18,"white","right","face",1,1,0
824,815,0.453,"congruent",1,"right","right","black_face",18,"white","right","face",0,0,0
825,815,0.573,"congruent",1,"right","right","black_face",18,"white","right","face",0,0,0
826,815,0.587,"congruent",1,"right","right","bad_word",18,"white","right","word",0,0,0
827,815,0.604,"congruent",1,"right","right","bad_word",18,"white","right","word",0,0,0
828,815,0.542,"congruent",1,"left","left","white_face",18,"white","right","face",1,1,0
829,815,0.513,"congruent",1,"right","right","black_face",18,"white","right","face",0,0,0
830,815,0.665,"congruent",1,"right","right","bad_word",18,"white","right","word",0,0,0
831,815,0.655,"congruent",1,"left","left","good_word",18,"white","right","word",1,1,0
832,815,0.706,"congruent",1,"left","left","white_face",18,"white","right","face",1,1,0
833,815,0.568,"congruent",1,"left","left","white_face",18,"white","right","face",1,1,0
834,815,0.515,"congruent",1,"left","left","good_word",18,"white","right","word",1,1,0
835,815,0.55,"congruent",1,"left","left","white_face",18,"white","right","face",1,1,0
836,815,0.395,"congruent",1,"right","right","black_face",18,"white","right","face",0,0,0
837,815,0.612,"congruent",1,"right","right","bad_word",18,"white","right","word",0,0,0
838,815,0.627,"congruent",1,"left","left","good_word",18,"white","right","word",1,1,0
839,815,0.526,"congruent",1,"left","left","good_word",18,"white","right","word",1,1,0
840,815,0.534,"congruent",1,"right","right","black_face",18,"white","right","face",0,0,0
841,815,0.55,"congruent",1,"left","left","white_face",18,"white","right","face",1,1,0
842,815,0.462,"congruent",1,"right","right","black_face",18,"white","right","face",0,0,0
843,815,0.504,"congruent",1,"right","right","bad_word",18,"white","right","word",0,0,0
844,815,0.531,"congruent",1,"left","left","white_face",18,"white","right","face",1,1,0
845,815,0.762,"congruent",1,"left","left","white_face",18,"white","right","face",1,1,0
846,815,0.602,"congruent",1,"left","left","white_face",18,"white","right","face",1,1,0
847,815,0.495,"congruent",1,"right","right","black_face",18,"white","right","face",0,0,0
848,815,0.547,"congruent",1,"left","left","white_face",18,"white","right","face",1,1,0
849,815,0.713,"congruent",1,"left","left","good_word",18,"white","right","word",1,1,0
850,815,0.49,"congruent",1,"right","right","bad_word",18,"white","right","word",0,0,0
851,815,0.54,"congruent",1,"left","left","good_word",18,"white","right","word",1,1,0
852,815,0.473,"congruent",1,"right","right","bad_word",18,"white","right","word",0,0,0
853,815,0.70377,"congruent",0,"left","right","black_face",18,"white","right","face",0,1,0
854,815,0.619,"congruent",1,"right","right","black_face",18,"white","right","face",0,0,0
855,815,0.532,"congruent",1,"right","right","bad_word",18,"white","right","word",0,0,0
856,815,0.445,"congruent",1,"right","right","bad_word",18,"white","right","word",0,0,0
857,815,0.543,"congruent",1,"left","left","good_word",18,"white","right","word",1,1,0
858,815,0.473,"congruent",1,"left","left","good_word",18,"white","right","word",1,1,0
859,815,0.516,"congruent",1,"right","right","black_face",18,"white","right","face",0,0,0
860,815,0.541,"congruent",1,"left","left","white_face",18,"white","right","face",1,1,0
861,820,0.721,"non-congruent",1,"right","right","white_face",19,"white","right","face",0,0,1
862,820,0.622,"non-congruent",1,"right","right","white_face",19,"white","right","face",0,0,1
863,820,0.625,"non-congruent",1,"right","right","bad_word",19,"white","right","word",0,0,1
864,820,0.576,"non-congruent",1,"right","right","bad_word",19,"white","right","word",0,0,1
865,820,0.66,"non-congruent",1,"right","right","white_face",19,"white","right","face",0,0,1
866,820,0.627,"non-congruent",1,"right","right","bad_word",19,"white","right","word",0,0,1
867,820,0.719,"non-congruent",1,"left","left","good_word",19,"white","right","word",1,1,1
868,820,0.779,"non-congruent",1,"left","left","black_face",19,"white","right","face",1,1,1
869,820,0.59,"non-congruent",1,"right","right","white_face",19,"white","right","face",0,0,1
870,820,0.621,"non-congruent",1,"left","left","good_word",19,"white","right","word",1,1,1
871,820,0.503,"non-congruent",1,"left","left","good_word",19,"white","right","word",1,1,1
872,820,0.556,"non-congruent",1,"left","left","good_word",19,"white","right","word",1,1,1
873,820,0.483,"non-congruent",1,"right","right","bad_word",19,"white","right","word",0,0,1
874,820,0.593,"non-congruent",1,"left","left","black_face",19,"white","right","face",1,1,1
875,820,0.551,"non-congruent",1,"left","left","black_face",19,"white","right","face",1,1,1
876,820,0.573,"non-congruent",1,"right","right","white_face",19,"white","right","face",0,0,1
877,820,0.621,"non-congruent",1,"left","left","black_face",19,"white","right","face",1,1,1
878,820,0.771,"non-congruent",1,"left","left","good_word",19,"white","right","word",1,1,1
879,820,0.479,"non-congruent",1,"right","right","bad_word",19,"white","right","word",0,0,1
880,820,0.603,"non-congruent",1,"left","left","black_face",19,"white","right","face",1,1,1
881,820,0.465,"non-congruent",1,"right","right","white_face",19,"white","right","face",0,0,1
882,820,0.655,"non-congruent",1,"left","left","good_word",19,"white","right","word",1,1,1
883,820,0.656,"non-congruent",1,"right","right","bad_word",19,"white","right","word",0,0,1
884,820,0.551,"non-congruent",1,"left","left","black_face",19,"white","right","face",1,1,1
885,820,0.696,"non-congruent",1,"left","left","good_word",19,"white","right","word",1,1,1
886,820,0.553,"non-congruent",1,"left","left","good_word",19,"white","right","word",1,1,1
887,820,0.681,"non-congruent",1,"right","right","white_face",19,"white","right","face",0,0,1
888,820,0.666,"non-congruent",1,"right","right","bad_word",19,"white","right","word",0,0,1
889,820,0.629,"non-congruent",1,"right","right","white_face",19,"white","right","face",0,0,1
890,820,0.89409,"non-congruent",0,"right","left","good_word",19,"white","right","word",1,0,1
891,820,0.89409,"non-congruent",0,"right","left","good_word",19,"white","right","word",1,0,1
892,820,0.651,"non-congruent",1,"right","right","white_face",19,"white","right","face",0,0,1
893,820,0.464,"non-congruent",1,"left","left","black_face",19,"white","right","face",1,1,1
894,820,0.669,"non-congruent",1,"right","right","bad_word",19,"white","right","word",0,0,1
895,820,0.583,"non-congruent",1,"right","right","white_face",19,"white","right","face",0,0,1
896,820,0.89409,"non-congruent",0,"right","left","good_word",19,"white","right","word",1,0,1
897,820,0.711,"non-congruent",1,"left","left","black_face",19,"white","right","face",1,1,1
898,820,1.042,"non-congruent",1,"right","right","bad_word",19,"white","right","word",0,0,1
899,820,0.718,"non-congruent",1,"right","right","white_face",19,"white","right","face",0,0,1
900,820,0.511,"non-congruent",1,"left","left","black_face",19,"white","right","face",1,1,1
901,820,0.632,"non-congruent",1,"left","left","good_word",19,"white","right","word",1,1,1
902,820,0.596,"non-congruent",1,"right","right","white_face",19,"white","right","face",0,0,1
903,820,0.572,"non-congruent",1,"left","left","black_face",19,"white","right","face",1,1,1
904,820,0.682,"non-congruent",1,"right","right","bad_word",19,"white","right","word",0,0,1
905,820,0.711,"non-congruent",1,"right","right","bad_word",19,"white","right","word",0,0,1
906,820,0.642,"non-congruent",1,"right","right","bad_word",19,"white","right","word",0,0,1
907,820,0.814,"non-congruent",1,"left","left","black_face",19,"white","right","face",1,1,1
908,820,0.649,"non-congruent",1,"left","left","black_face",19,"white","right","face",1,1,1
909,820,0.739,"congruent",1,"left","left","white_face",19,"white","right","face",1,1,0
910,820,0.475,"congruent",1,"left","left","good_word",19,"white","right","word",1,1,0
911,820,0.62,"congruent",1,"left","left","white_face",19,"white","right","face",1,1,0
912,820,0.524,"congruent",1,"right","right","bad_word",19,"white","right","word",0,0,0
913,820,0.826,"congruent",1,"right","right","black_face",19,"white","right","face",0,0,0
914,820,0.5,"congruent",1,"left","left","white_face",19,"white","right","face",1,1,0
915,820,0.68,"congruent",1,"right","right","black_face",19,"white","right","face",0,0,0
916,820,0.636,"congruent",1,"right","right","bad_word",19,"white","right","word",0,0,0
917,820,0.591,"congruent",1,"left","left","good_word",19,"white","right","word",1,1,0
918,820,0.588,"congruent",1,"right","right","black_face",19,"white","right","face",0,0,0
919,820,0.634,"congruent",1,"left","left","white_face",19,"white","right","face",1,1,0
920,820,0.543,"congruent",1,"right","right","black_face",19,"white","right","face",0,0,0
921,820,0.854,"congruent",1,"left","left","good_word",19,"white","right","word",1,1,0
922,820,0.607,"congruent",1,"right","right","black_face",19,"white","right","face",0,0,0
923,820,0.768,"congruent",1,"left","left","good_word",19,"white","right","word",1,1,0
924,820,0.591,"congruent",1,"right","right","bad_word",19,"white","right","word",0,0,0
925,820,0.677,"congruent",1,"right","right","black_face",19,"white","right","face",0,0,0
926,820,0.623,"congruent",1,"right","right","bad_word",19,"white","right","word",0,0,0
927,820,0.546,"congruent",1,"right","right","bad_word",19,"white","right","word",0,0,0
928,820,0.513,"congruent",1,"left","left","white_face",19,"white","right","face",1,1,0
929,820,0.645,"congruent",1,"left","left","good_word",19,"white","right","word",1,1,0
930,820,0.548,"congruent",1,"left","left","good_word",19,"white","right","word",1,1,0
931,820,0.617,"congruent",1,"right","right","bad_word",19,"white","right","word",0,0,0
932,820,0.6,"congruent",1,"left","left","white_face",19,"white","right","face",1,1,0
933,820,0.502,"congruent",1,"left","left","white_face",19,"white","right","face",1,1,0
934,820,0.794,"congruent",1,"left","left","good_word",19,"white","right","word",1,1,0
935,820,0.57,"congruent",1,"left","left","good_word",19,"white","right","word",1,1,0
936,820,0.588,"congruent",1,"left","left","good_word",19,"white","right","word",1,1,0
937,820,0.53,"congruent",1,"right","right","black_face",19,"white","right","face",0,0,0
938,820,0.543,"congruent",1,"right","right","bad_word",19,"white","right","word",0,0,0
939,820,0.509,"congruent",1,"left","left","white_face",19,"white","right","face",1,1,0
940,820,0.651,"congruent",1,"right","right","bad_word",19,"white","right","word",0,0,0
941,820,0.417,"congruent",1,"right","right","bad_word",19,"white","right","word",0,0,0
942,820,0.465,"congruent",1,"right","right","bad_word",19,"white","right","word",0,0,0
943,820,0.521,"congruent",1,"left","left","white_face",19,"white","right","face",1,1,0
944,820,0.599,"congruent",1,"right","right","black_face",19,"white","right","face",0,0,0
945,820,0.612,"congruent",1,"left","left","good_word",19,"white","right","word",1,1,0
946,820,0.545,"congruent",1,"left","left","good_word",19,"white","right","word",1,1,0
947,820,0.75135,"congruent",0,"left","right","bad_word",19,"white","right","word",0,1,0
948,820,0.646,"congruent",1,"right","right","black_face",19,"white","right","face",0,0,0
949,820,0.596,"congruent",1,"right","right","black_face",19,"white","right","face",0,0,0
950,820,0.591,"congruent",1,"left","left","white_face",19,"white","right","face",1,1,0
951,820,0.558,"congruent",1,"right","right","bad_word",19,"white","right","word",0,0,0
952,820,0.68,"congruent",1,"left","left","good_word",19,"white","right","word",1,1,0
953,820,0.586,"congruent",1,"right","right","black_face",19,"white","right","face",0,0,0
954,820,0.696,"congruent",1,"right","right","black_face",19,"white","right","face",0,0,0
955,820,0.626,"congruent",1,"left","left","white_face",19,"white","right","face",1,1,0
956,820,0.667,"congruent",1,"left","left","white_face",19,"white","right","face",1,1,0
957,784,0.938,"congruent",1,"right","right","black_face",16,"other","right","face",0,0,0
958,784,0.567,"congruent",1,"left","left","good_word",16,"other","right","word",1,1,0
959,784,0.545,"congruent",1,"left","left","white_face",16,"other","right","face",1,1,0
960,784,0.789,"congruent",1,"left","left","good_word",16,"other","right","word",1,1,0
961,784,0.524,"congruent",1,"left","left","good_word",16,"other","right","word",1,1,0
962,784,0.529,"congruent",1,"right","right","black_face",16,"other","right","face",0,0,0
963,784,0.634,"congruent",1,"left","left","white_face",16,"other","right","face",1,1,0
964,784,0.494,"congruent",1,"right","right","black_face",16,"other","right","face",0,0,0
965,784,0.632,"congruent",1,"right","right","black_face",16,"other","right","face",0,0,0
966,784,0.591,"congruent",1,"left","left","white_face",16,"other","right","face",1,1,0
967,784,0.628,"congruent",1,"left","left","good_word",16,"other","right","word",1,1,0
968,784,0.607,"congruent",1,"right","right","bad_word",16,"other","right","word",0,0,0
969,784,0.558,"congruent",1,"left","left","good_word",16,"other","right","word",1,1,0
970,784,0.629,"congruent",1,"right","right","bad_word",16,"other","right","word",0,0,0
971,784,0.7,"congruent",1,"left","left","white_face",16,"other","right","face",1,1,0
972,784,0.593,"congruent",1,"right","right","bad_word",16,"other","right","word",0,0,0
973,784,0.586,"congruent",1,"left","left","white_face",16,"other","right","face",1,1,0
974,784,0.529,"congruent",1,"right","right","black_face",16,"other","right","face",0,0,0
975,784,0.813,"congruent",1,"right","right","black_face",16,"other","right","face",0,0,0
976,784,0.77,"congruent",1,"left","left","good_word",16,"other","right","word",1,1,0
977,784,0.798,"congruent",1,"right","right","bad_word",16,"other","right","word",0,0,0
978,784,0.632,"congruent",1,"right","right","bad_word",16,"other","right","word",0,0,0
979,784,0.689,"congruent",1,"left","left","white_face",16,"other","right","face",1,1,0
980,784,0.592,"congruent",1,"right","right","bad_word",16,"other","right","word",0,0,0
981,784,0.702,"congruent",1,"left","left","white_face",16,"other","right","face",1,1,0
982,784,0.67,"congruent",1,"left","left","good_word",16,"other","right","word",1,1,0
983,784,0.914,"congruent",1,"right","right","black_face",16,"other","right","face",0,0,0
984,784,0.611,"congruent",1,"left","left","good_word",16,"other","right","word",1,1,0
985,784,0.616,"congruent",1,"right","right","bad_word",16,"other","right","word",0,0,0
986,784,0.607,"congruent",1,"right","right","bad_word",16,"other","right","word",0,0,0
987,784,0.507,"congruent",1,"right","right","bad_word",16,"other","right","word",0,0,0
988,784,0.644,"congruent",1,"left","left","white_face",16,"other","right","face",1,1,0
989,784,0.636,"congruent",1,"left","left","good_word",16,"other","right","word",1,1,0
990,784,0.848,"congruent",1,"left","left","white_face",16,"other","right","face",1,1,0
991,784,0.53,"congruent",1,"right","right","black_face",16,"other","right","face",0,0,0
992,784,0.559,"congruent",1,"left","left","good_word",16,"other","right","word",1,1,0
993,784,0.679,"congruent",1,"left","left","white_face",16,"other","right","face",1,1,0
994,784,0.589,"congruent",1,"left","left","white_face",16,"other","right","face",1,1,0
995,784,0.623,"congruent",1,"left","left","good_word",16,"other","right","word",1,1,0
996,784,0.68,"congruent",1,"right","right","black_face",16,"other","right","face",0,0,0
997,784,0.663,"congruent",1,"right","right","black_face",16,"other","right","face",0,0,0
998,784,0.591,"congruent",1,"left","left","white_face",16,"other","right","face",1,1,0
999,784,0.593,"congruent",1,"right","right","bad_word",16,"other","right","word",0,0,0
1000,784,0.51,"congruent",1,"right","right","bad_word",16,"other","right","word",0,0,0
1001,784,0.511,"congruent",1,"left","left","good_word",16,"other","right","word",1,1,0
1002,784,0.708,"congruent",1,"right","right","black_face",16,"other","right","face",0,0,0
1003,784,1.098,"congruent",1,"right","right","black_face",16,"other","right","face",0,0,0
1004,784,1.115,"congruent",1,"right","right","bad_word",16,"other","right","word",0,0,0
1005,784,1.464,"non-congruent",1,"left","left","good_word",16,"other","right","word",1,1,1
1006,784,0.836,"non-congruent",1,"left","left","black_face",16,"other","right","face",1,1,1
1007,784,1.52117,"non-congruent",0,"right","left","good_word",16,"other","right","word",1,0,1
1008,784,1.553,"non-congruent",1,"right","right","bad_word",16,"other","right","word",0,0,1
1009,784,1.15,"non-congruent",1,"left","left","black_face",16,"other","right","face",1,1,1
1010,784,0.897,"non-congruent",1,"right","right","bad_word",16,"other","right","word",0,0,1
1011,784,1.127,"non-congruent",1,"left","left","good_word",16,"other","right","word",1,1,1
1012,784,0.9,"non-congruent",1,"right","right","bad_word",16,"other","right","word",0,0,1
1013,784,0.853,"non-congruent",1,"right","right","white_face",16,"other","right","face",0,0,1
1014,784,0.649,"non-congruent",1,"left","left","black_face",16,"other","right","face",1,1,1
1015,784,1.52117,"non-congruent",0,"right","left","good_word",16,"other","right","word",1,0,1
1016,784,0.831,"non-congruent",1,"left","left","black_face",16,"other","right","face",1,1,1
1017,784,1.52117,"non-congruent",0,"left","right","bad_word",16,"other","right","word",0,1,1
1018,784,1.531,"non-congruent",1,"left","left","good_word",16,"other","right","word",1,1,1
1019,784,0.821,"non-congruent",1,"left","left","black_face",16,"other","right","face",1,1,1
1020,784,0.851,"non-congruent",1,"right","right","bad_word",16,"other","right","word",0,0,1
1021,784,0.681,"non-congruent",1,"right","right","white_face",16,"other","right","face",0,0,1
1022,784,0.694,"non-congruent",1,"right","right","white_face",16,"other","right","face",0,0,1
1023,784,0.933,"non-congruent",1,"right","right","white_face",16,"other","right","face",0,0,1
1024,784,0.635,"non-congruent",1,"left","left","black_face",16,"other","right","face",1,1,1
1025,784,1.072,"non-congruent",1,"left","left","good_word",16,"other","right","word",1,1,1
1026,784,0.781,"non-congruent",1,"right","right","white_face",16,"other","right","face",0,0,1
1027,784,0.683,"non-congruent",1,"right","right","white_face",16,"other","right","face",0,0,1
1028,784,1.159,"non-congruent",1,"right","right","bad_word",16,"other","right","word",0,0,1
1029,784,1.373,"non-congruent",1,"left","left","good_word",16,"other","right","word",1,1,1
1030,784,0.592,"non-congruent",1,"left","left","black_face",16,"other","right","face",1,1,1
1031,784,0.715,"non-congruent",1,"right","right","white_face",16,"other","right","face",0,0,1
1032,784,0.699,"non-congruent",1,"left","left","good_word",16,"other","right","word",1,1,1
1033,784,0.668,"non-congruent",1,"left","left","black_face",16,"other","right","face",1,1,1
1034,784,0.792,"non-congruent",1,"left","left","good_word",16,"other","right","word",1,1,1
1035,784,0.554,"non-congruent",1,"right","right","white_face",16,"other","right","face",0,0,1
1036,784,0.68,"non-congruent",1,"right","right","white_face",16,"other","right","face",0,0,1
1037,784,0.806,"non-congruent",1,"right","right","bad_word",16,"other","right","word",0,0,1
1038,784,0.64,"non-congruent",1,"left","left","good_word",16,"other","right","word",1,1,1
1039,784,0.52,"non-congruent",1,"right","right","white_face",16,"other","right","face",0,0,1
1040,784,0.97,"non-congruent",1,"right","right","bad_word",16,"other","right","word",0,0,1
1041,784,0.852,"non-congruent",1,"right","right","bad_word",16,"other","right","word",0,0,1
1042,784,0.686,"non-congruent",1,"left","left","black_face",16,"other","right","face",1,1,1
1043,784,1.433,"non-congruent",1,"right","right","bad_word",16,"other","right","word",0,0,1
1044,784,1.315,"non-congruent",1,"right","right","bad_word",16,"other","right","word",0,0,1
1045,784,0.698,"non-congruent",1,"right","right","bad_word",16,"other","right","word",0,0,1
1046,784,0.689,"non-congruent",1,"left","left","black_face",16,"other","right","face",1,1,1
1047,784,1.001,"non-congruent",1,"left","left","good_word",16,"other","right","word",1,1,1
1048,784,0.591,"non-congruent",1,"left","left","good_word",16,"other","right","word",1,1,1
1049,784,0.658,"non-congruent",1,"right","right","white_face",16,"other","right","face",0,0,1
1050,784,1.007,"non-congruent",1,"right","right","white_face",16,"other","right","face",0,0,1
1051,784,0.771,"non-congruent",1,"left","left","black_face",16,"other","right","face",1,1,1
1052,784,0.742,"non-congruent",1,"left","left","black_face",16,"other","right","face",1,1,1
1053,787,1.116,"congruent",1,"right","right","bad_word",20,"black","right","word",0,0,0
1054,787,0.763,"congruent",1,"right","right","black_face",20,"black","right","face",0,0,0
1055,787,0.495,"congruent",1,"left","left","good_word",20,"black","right","word",1,1,0
1056,787,0.576,"congruent",1,"right","right","black_face",20,"black","right","face",0,0,0
1057,787,0.536,"congruent",1,"right","right","black_face",20,"black","right","face",0,0,0
1058,787,0.96941,"congruent",0,"left","right","bad_word",20,"black","right","word",0,1,0
1059,787,0.96941,"congruent",0,"left","right","bad_word",20,"black","right","word",0,1,0
1060,787,0.978,"congruent",1,"left","left","white_face",20,"black","right","face",1,1,0
1061,787,0.7,"congruent",1,"left","left","white_face",20,"black","right","face",1,1,0
1062,787,0.641,"congruent",1,"left","left","white_face",20,"black","right","face",1,1,0
1063,787,0.663,"congruent",1,"left","left","white_face",20,"black","right","face",1,1,0
