"","Subject","RT_Seconds","Condition","Response"
"1774",816,1.176,"Congruent",1
"1775",816,0.676,"Congruent",1
"1776",816,1.391,"Congruent",1
"1777",816,0.925,"Congruent",1
"1778",816,0.951,"Congruent",1
"1779",816,2.29786,"Congruent",0
"1780",816,1.242,"Congruent",1
"1781",816,2.29786,"Congruent",0
"1782",816,1.425,"Congruent",1
"1783",816,0.831,"Congruent",1
"1784",816,1.117,"Congruent",1
"1785",816,1.05,"Congruent",1
"1786",816,2.29786,"Congruent",0
"1787",816,2.352,"Congruent",1
"1788",816,1.088,"Congruent",1
"1789",816,0.988,"Congruent",1
"1790",816,1.117,"Congruent",1
"1791",816,0.951,"Congruent",1
"1792",816,0.782,"Congruent",1
"1793",816,0.952,"Congruent",1
"1794",816,1.094,"Congruent",1
"1795",816,0.852,"Congruent",1
"1796",816,1.036,"Congruent",1
"1797",816,1.246,"Congruent",1
"1798",816,0.755,"Congruent",1
"1799",816,0.614,"Congruent",1
"1800",816,1.151,"Congruent",1
"1801",816,1.218,"Congruent",1
"1802",816,1.85154,"Congruent",0
"1803",816,1.714,"Congruent",1
"1804",816,0.806,"Congruent",1
"1805",816,1.059,"Congruent",1
"1806",816,0.964,"Congruent",1
"1807",816,1.85154,"Congruent",0
"1808",816,2.176,"Congruent",1
"1809",816,0.822,"Congruent",1
"1810",816,0.91,"Congruent",1
"1811",816,1.067,"Congruent",1
"1812",816,0.784,"Congruent",1
"1813",816,0.893,"Congruent",1
"1814",816,0.91,"Congruent",1
"1815",816,1.667,"Congruent",1
"1816",816,1.174,"Congruent",1
"1817",816,0.676,"Congruent",1
"1818",816,1.484,"Congruent",1
"1819",816,0.972,"Congruent",1
"1820",819,2.403,"Incongruent",1
"1821",819,1.28,"Incongruent",1
"1822",819,0.83,"Incongruent",1
"1823",819,0.984,"Incongruent",1
"1824",819,2.15539,"Incongruent",0
"1825",819,2.69,"Incongruent",1
"1826",819,1.04,"Incongruent",1
"1827",819,0.965,"Incongruent",1
"1828",819,1.408,"Incongruent",1
"1829",819,1.107,"Incongruent",1
"1830",819,0.988,"Incongruent",1
"1831",819,0.611,"Incongruent",1
"1832",819,1.664,"Incongruent",1
"1833",819,1.044,"Incongruent",1
"1834",819,0.866,"Incongruent",1
"1835",819,0.834,"Incongruent",1
"1836",819,1.341,"Incongruent",1
"1837",819,0.956,"Incongruent",1
"1838",819,0.858,"Incongruent",1
"1839",819,0.88,"Incongruent",1
"1840",819,1.02,"Incongruent",1
"1841",819,1.157,"Incongruent",1
"1842",819,1.164,"Incongruent",1
"1843",819,1.117,"Incongruent",1
"1844",819,1.526,"Incongruent",1
"1845",819,1.296,"Incongruent",1
"1846",819,1.561,"Incongruent",1
"1847",819,1.277,"Incongruent",1
"1848",819,1.209,"Incongruent",1
"1849",819,0.906,"Incongruent",1
"1850",819,1.212,"Incongruent",1
"1851",819,1.185,"Incongruent",1
"1852",819,0.992,"Incongruent",1
"1853",819,1.372,"Incongruent",1
"1854",819,0.982,"Incongruent",1
"1855",819,1.268,"Incongruent",1
"1856",819,1.009,"Incongruent",1
"1857",819,1.199,"Incongruent",1
"1858",819,1.209,"Incongruent",1
"1859",819,1.182,"Incongruent",1
"1860",819,1.103,"Incongruent",1
"1861",819,0.906,"Incongruent",1
"1862",819,1.141,"Incongruent",1
"1863",819,1.255,"Incongruent",1
"1864",819,1.078,"Incongruent",1
"1865",819,0.901,"Incongruent",1
"1866",819,1.247,"Incongruent",1
"1867",819,1.073,"Incongruent",1
"1868",819,0.957,"Congruent",1
"1869",819,0.51,"Congruent",1
"1870",819,0.452,"Congruent",1
"1871",819,2.00662,"Congruent",0
"1872",819,2.895,"Congruent",1
"1873",819,1.104,"Congruent",1
"1874",819,0.984,"Congruent",1
"1875",819,1.609,"Congruent",1
"1876",819,1.036,"Congruent",1
"1877",819,0.746,"Congruent",1
"1878",819,0.615,"Congruent",1
"1879",819,1.463,"Congruent",1
"1880",819,0.875,"Congruent",1
"1881",819,0.481,"Congruent",1
"1882",819,0.479,"Congruent",1
"1883",819,0.765,"Congruent",1
"1884",819,0.678,"Congruent",1
"1885",819,0.673,"Congruent",1
"1886",819,1.212,"Congruent",1
"1887",819,0.651,"Congruent",1
"1888",819,1.292,"Congruent",1
"1889",819,0.869,"Congruent",1
"1890",819,0.835,"Congruent",1
"1891",819,0.53,"Congruent",1
"1892",819,0.861,"Congruent",1
"1893",819,0.516,"Congruent",1
"1894",819,0.549,"Congruent",1
"1895",819,0.616,"Congruent",1
"1896",819,0.705,"Congruent",1
"1897",819,0.552,"Congruent",1
"1898",819,0.649,"Congruent",1
"1899",819,0.465,"Congruent",1
"1900",819,0.963,"Congruent",1
"1901",819,0.62,"Congruent",1
"1902",819,0.558,"Congruent",1
"1903",819,0.617,"Congruent",1
"1904",819,0.528,"Congruent",1
"1905",819,0.602,"Congruent",1
"1906",819,0.825,"Congruent",1
"1907",819,0.606,"Congruent",1
"1908",819,0.981,"Congruent",1
"1909",819,0.801,"Congruent",1
"1910",819,1.063,"Congruent",1
"1911",819,0.536,"Congruent",1
"1912",819,0.621,"Congruent",1
"1913",819,0.636,"Congruent",1
"1914",819,1.16364,"Congruent",0
"1915",819,1.438,"Congruent",1
"1916",823,1.198,"Incongruent",1
"1917",823,1.082,"Incongruent",1
"1918",823,0.406,"Incongruent",1
"1919",823,0.905,"Incongruent",1
"1920",823,0.812,"Incongruent",1
"1921",823,0.568,"Incongruent",1
"1922",823,0.812,"Incongruent",1
"1923",823,0.551,"Incongruent",1
"1924",823,0.472,"Incongruent",1
"1925",823,0.495,"Incongruent",1
"1926",823,0.783,"Incongruent",1
"1927",823,0.469,"Incongruent",1
"1928",823,0.433,"Incongruent",1
"1929",823,0.445,"Incongruent",1
"1930",823,0.512,"Incongruent",1
"1931",823,0.587,"Incongruent",1
"1932",823,0.56,"Incongruent",1
"1933",823,0.597,"Incongruent",1
"1934",823,0.643,"Incongruent",1
"1935",823,0.656,"Incongruent",1
"1936",823,0.571,"Incongruent",1
"1937",823,1.10432,"Incongruent",0
"1938",823,1.052,"Incongruent",1
"1939",823,0.622,"Incongruent",1
"1940",823,0.773,"Incongruent",1
"1941",823,0.671,"Incongruent",1
"1942",823,0.953,"Incongruent",1
"1943",823,0.528,"Incongruent",1
"1944",823,0.563,"Incongruent",1
"1945",823,0.647,"Incongruent",1
"1946",823,0.603,"Incongruent",1
"1947",823,0.527,"Incongruent",1
"1948",823,0.409,"Incongruent",1
"1949",823,0.502,"Incongruent",1
"1950",823,0.616,"Incongruent",1
"1951",823,0.477,"Incongruent",1
"1952",823,0.638,"Incongruent",1
"1953",823,0.588,"Incongruent",1
"1954",823,0.522,"Incongruent",1
"1955",823,0.536,"Incongruent",1
"1956",823,0.591,"Incongruent",1
"1957",823,0.571,"Incongruent",1
"1958",823,0.597,"Incongruent",1
"1959",823,0.598,"Incongruent",1
"1960",823,0.541,"Incongruent",1
"1961",823,0.59,"Incongruent",1
"1962",823,0.512,"Incongruent",1
"1963",823,0.579,"Incongruent",1
"1964",823,1.67216,"Congruent",0
"1965",823,1.877,"Congruent",1
"1966",823,0.912,"Congruent",1
"1967",823,1.081,"Congruent",1
"1968",823,1.341,"Congruent",1
"1969",823,0.822,"Congruent",1
"1970",823,1.085,"Congruent",1
"1971",823,0.86,"Congruent",1
"1972",823,0.916,"Congruent",1
"1973",823,1.628,"Congruent",1
"1974",823,1.341,"Congruent",1
"1975",823,0.977,"Congruent",1
"1976",823,0.993,"Congruent",1
"1977",823,0.811,"Congruent",1
"1978",823,1.334,"Congruent",1
"1979",823,0.722,"Congruent",1
"1980",823,1.67216,"Congruent",0
"1981",823,1.338,"Congruent",1
"1982",823,1.124,"Congruent",1
"1983",823,0.996,"Congruent",1
"1984",823,0.746,"Congruent",1
"1985",823,0.996,"Congruent",1
"1986",823,1.029,"Congruent",1
"1987",823,0.674,"Congruent",1
"1988",823,0.856,"Congruent",1
"1989",823,0.569,"Congruent",1
"1990",823,0.939,"Congruent",1
"1991",823,0.705,"Congruent",1
"1992",823,0.759,"Congruent",1
"1993",823,0.619,"Congruent",1
"1994",823,0.472,"Congruent",1
"1995",823,0.603,"Congruent",1
"1996",823,0.979,"Congruent",1
"1997",823,0.708,"Congruent",1
"1998",823,0.566,"Congruent",1
"1999",823,0.73,"Congruent",1
"2000",823,0.666,"Congruent",1
"2001",823,0.768,"Congruent",1
"2002",823,0.731,"Congruent",1
"2003",823,0.59,"Congruent",1
"2004",823,0.685,"Congruent",1
"2005",823,0.442,"Congruent",1
"2006",823,1.0089,"Congruent",0
"2007",823,0.945,"Congruent",1
"2008",823,0.958,"Congruent",1
"2009",823,0.539,"Congruent",1
"2010",823,0.668,"Congruent",1
"2011",823,0.73,"Congruent",1
"2012",1,1.182,"Incongruent",1
"2013",1,1.169,"Incongruent",1
"2014",1,0.987,"Incongruent",1
"2015",1,0.876,"Incongruent",1
"2016",1,0.945,"Incongruent",1
"2017",1,0.852,"Incongruent",1
"2018",1,1.025,"Incongruent",1
"2019",1,0.789,"Incongruent",1
"2020",1,0.798,"Incongruent",1
"2021",1,0.836,"Incongruent",1
"2022",1,0.83,"Incongruent",1
"2023",1,0.85,"Incongruent",1
"2024",1,0.776,"Incongruent",1
"2025",1,1.004,"Incongruent",1
"2026",1,0.868,"Incongruent",1
"2027",1,1.021,"Incongruent",1
"2028",1,0.937,"Incongruent",1
"2029",1,0.748,"Incongruent",1
"2030",1,0.967,"Incongruent",1
"2031",1,0.864,"Incongruent",1
"2032",1,0.786,"Incongruent",1
"2033",1,1.02,"Incongruent",1
"2034",1,0.882,"Incongruent",1
"2035",1,1.048,"Incongruent",1
"2036",1,1.137,"Incongruent",1
"2037",1,0.937,"Incongruent",1
"2038",1,0.726,"Incongruent",1
"2039",1,0.68,"Incongruent",1
"2040",1,0.661,"Incongruent",1
"2041",1,0.764,"Incongruent",1
"2042",1,0.664,"Incongruent",1
"2043",1,0.847,"Incongruent",1
"2044",1,0.633,"Incongruent",1
"2045",1,0.772,"Incongruent",1
"2046",1,0.839,"Incongruent",1
"2047",1,0.815,"Incongruent",1
"2048",1,0.649,"Incongruent",1
"2049",1,0.691,"Incongruent",1
"2050",1,0.784,"Incongruent",1
"2051",1,1.02,"Incongruent",1
"2052",1,0.602,"Incongruent",1
"2053",1,0.653,"Incongruent",1
"2054",1,0.756,"Incongruent",1
"2055",1,0.953,"Incongruent",1
"2056",1,0.839,"Incongruent",1
"2057",1,0.859,"Incongruent",1
"2058",1,1.084,"Incongruent",1
"2059",1,0.731,"Incongruent",1
"2060",1,1.369,"Congruent",1
"2061",1,0.81,"Congruent",1
"2062",1,0.729,"Congruent",1
"2063",1,1.055,"Congruent",1
"2064",1,0.844,"Congruent",1
"2065",1,0.809,"Congruent",1
"2066",1,0.65,"Congruent",1
"2067",1,0.833,"Congruent",1
"2068",1,0.741,"Congruent",1
"2069",1,0.863,"Congruent",1
"2070",1,0.627,"Congruent",1
"2071",1,1.36,"Congruent",1
"2072",1,0.798,"Congruent",1
"2073",1,0.67,"Congruent",1
"2074",1,0.721,"Congruent",1
"2075",1,0.672,"Congruent",1
"2076",1,0.779,"Congruent",1
"2077",1,0.805,"Congruent",1
"2078",1,0.673,"Congruent",1
"2079",1,0.768,"Congruent",1
"2080",1,0.759,"Congruent",1
"2081",1,0.826,"Congruent",1
"2082",1,0.927,"Congruent",1
"2083",1,0.735,"Congruent",1
"2084",1,0.903,"Congruent",1
"2085",1,1.507,"Congruent",1
"2086",1,0.86,"Congruent",1
"2087",1,0.95,"Congruent",1
"2088",1,0.637,"Congruent",1
"2089",1,0.712,"Congruent",1
"2090",1,0.608,"Congruent",1
"2091",1,1.109,"Congruent",1
"2092",1,0.688,"Congruent",1
"2093",1,0.815,"Congruent",1
"2094",1,0.956,"Congruent",1
"2095",1,0.548,"Congruent",1
"2096",1,0.617,"Congruent",1
"2097",1,0.675,"Congruent",1
"2098",1,0.731,"Congruent",1
"2099",1,0.729,"Congruent",1
"2100",1,0.719,"Congruent",1
"2101",1,0.61,"Congruent",1
"2102",1,0.923,"Congruent",1
"2103",1,0.544,"Congruent",1
"2104",1,0.714,"Congruent",1
"2105",1,0.679,"Congruent",1
"2106",1,0.621,"Congruent",1
"2107",1,0.88,"Congruent",1
"2108",11,0.787,"Incongruent",1
"2109",11,0.91,"Incongruent",1
"2110",11,0.632,"Incongruent",1
"2111",11,0.729,"Incongruent",1
"2112",11,2.044,"Incongruent",1
"2113",11,0.617,"Incongruent",1
"2114",11,0.806,"Incongruent",1
"2115",11,0.643,"Incongruent",1
"2116",11,0.583,"Incongruent",1
"2117",11,0.809,"Incongruent",1
"2118",11,0.51,"Incongruent",1
"2119",11,0.691,"Incongruent",1
"2120",11,0.78,"Incongruent",1
"2121",11,0.575,"Incongruent",1
"2122",11,0.574,"Incongruent",1
"2123",11,0.524,"Incongruent",1
"2124",11,0.573,"Incongruent",1
"2125",11,0.69,"Incongruent",1
"2126",11,0.579,"Incongruent",1
"2127",11,0.55,"Incongruent",1
"2128",11,0.459,"Incongruent",1
"2129",11,0.546,"Incongruent",1
"2130",11,0.537,"Incongruent",1
"2131",11,1.01,"Incongruent",1
"2132",11,0.46,"Incongruent",1
"2133",11,0.659,"Incongruent",1
"2134",11,0.597,"Incongruent",1
"2135",11,0.497,"Incongruent",1
"2136",11,0.509,"Incongruent",1
"2137",11,0.529,"Incongruent",1
"2138",11,0.649,"Incongruent",1
"2139",11,0.632,"Incongruent",1
"2140",11,0.644,"Incongruent",1
"2141",11,0.954,"Incongruent",1
"2142",11,0.681,"Incongruent",1
"2143",11,0.502,"Incongruent",1
"2144",11,0.536,"Incongruent",1
"2145",11,0.449,"Incongruent",1
"2146",11,0.629,"Incongruent",1
"2147",11,0.491,"Incongruent",1
"2148",11,1.55428,"Incongruent",0
"2149",11,2.386,"Incongruent",1
"2150",11,0.746,"Incongruent",1
"2151",11,0.885,"Incongruent",1
"2152",11,0.832,"Incongruent",1
"2153",11,1.189,"Incongruent",1
"2154",11,0.515,"Incongruent",1
"2155",11,0.812,"Congruent",1
"2156",11,0.539,"Congruent",1
"2157",11,0.487,"Congruent",1
"2158",11,0.774,"Congruent",1
"2159",11,0.497,"Congruent",1
"2160",11,0.582,"Congruent",1
"2161",11,0.454,"Congruent",1
"2162",11,0.548,"Congruent",1
"2163",11,0.427,"Congruent",1
"2164",11,0.658,"Congruent",1
"2165",11,0.508,"Congruent",1
"2166",11,0.687,"Congruent",1
"2167",11,0.485,"Congruent",1
"2168",11,0.555,"Congruent",1
"2169",11,0.524,"Congruent",1
"2170",11,0.467,"Congruent",1
"2171",11,0.46,"Congruent",1
"2172",11,0.648,"Congruent",1
"2173",11,0.668,"Congruent",1
"2174",11,0.488,"Congruent",1
"2175",11,0.415,"Congruent",1
"2176",11,0.61,"Congruent",1
"2177",11,0.521,"Congruent",1
"2178",11,0.455,"Congruent",1
"2179",11,0.578,"Congruent",1
"2180",11,0.483,"Congruent",1
"2181",11,0.467,"Congruent",1
"2182",11,0.486,"Congruent",1
"2183",11,0.786,"Congruent",1
"2184",11,0.444,"Congruent",1
"2185",11,0.468,"Congruent",1
"2186",11,0.557,"Congruent",1
"2187",11,0.53,"Congruent",1
"2188",11,0.653,"Congruent",1
"2189",11,0.547,"Congruent",1
"2190",11,0.575,"Congruent",1
"2191",11,0.431,"Congruent",1
"2192",11,0.557,"Congruent",1
"2193",11,0.494,"Congruent",1
"2194",11,0.531,"Congruent",1
"2195",11,0.496,"Congruent",1
"2196",11,0.415,"Congruent",1
"2197",11,0.509,"Congruent",1
"2198",11,0.413,"Congruent",1
"2199",11,0.94658,"Congruent",0
"2200",11,1.37,"Congruent",1
"2201",11,0.52,"Congruent",1
"2202",11,0.489,"Congruent",1
"2203",16,2.346,"Incongruent",1
"2204",16,1.854,"Incongruent",1
"2205",16,1.576,"Incongruent",1
"2206",16,0.848,"Incongruent",1
"2207",16,1.838,"Incongruent",1
"2208",16,1.479,"Incongruent",1
"2209",16,1.499,"Incongruent",1
"2210",16,1.018,"Incongruent",1
"2211",16,1.128,"Incongruent",1
"2212",16,1.292,"Incongruent",1
"2213",16,1.054,"Incongruent",1
"2214",16,0.885,"Incongruent",1
"2215",16,0.718,"Incongruent",1
"2216",16,0.683,"Incongruent",1
"2217",16,0.999,"Incongruent",1
"2218",16,0.858,"Incongruent",1
"2219",16,0.704,"Incongruent",1
"2220",16,1.003,"Incongruent",1
"2221",16,1.879,"Incongruent",1
"2222",16,1.094,"Incongruent",1
"2223",16,0.68,"Incongruent",1
"2224",16,1.242,"Incongruent",1
"2225",16,2.378,"Incongruent",1
"2226",16,0.707,"Incongruent",1
"2227",16,1.007,"Incongruent",1
"2228",16,0.698,"Incongruent",1
"2229",16,1.537,"Incongruent",1
"2230",16,0.726,"Incongruent",1
"2231",16,0.872,"Incongruent",1
"2232",16,0.726,"Incongruent",1
"2233",16,0.81,"Incongruent",1
"2234",16,0.865,"Incongruent",1
"2235",16,0.7,"Incongruent",1
"2236",16,0.872,"Incongruent",1
"2237",16,0.867,"Incongruent",1
"2238",16,0.778,"Incongruent",1
"2239",16,0.714,"Incongruent",1
"2240",16,0.685,"Incongruent",1
"2241",16,0.827,"Incongruent",1
"2242",16,0.697,"Incongruent",1
"2243",16,0.588,"Incongruent",1
"2244",16,0.727,"Incongruent",1
"2245",16,0.737,"Incongruent",1
"2246",16,0.769,"Incongruent",1
"2247",16,0.939,"Congruent",1
"2248",16,0.986,"Congruent",1
"2249",16,1.407,"Congruent",1
"2250",16,2.811,"Congruent",1
"2251",16,0.745,"Congruent",1
"2252",16,1.589,"Congruent",1
"2253",16,1.327,"Congruent",1
"2254",16,1.822,"Congruent",1
"2255",16,0.762,"Congruent",1
"2256",16,1.366,"Congruent",1
"2257",16,0.674,"Congruent",1
"2258",16,2.863,"Congruent",1
"2259",16,1.586,"Congruent",1
"2260",16,0.777,"Congruent",1
"2261",16,1.869,"Congruent",1
"2262",16,1.041,"Congruent",1
"2263",16,0.701,"Congruent",1
"2264",16,0.699,"Congruent",1
"2265",16,0.826,"Congruent",1
"2266",16,0.814,"Congruent",1
"2267",16,0.839,"Congruent",1
"2268",16,0.654,"Congruent",1
"2269",16,0.944,"Congruent",1
"2270",16,1.489,"Congruent",1
"2271",16,1.726,"Congruent",1
"2272",16,1.956,"Congruent",1
"2273",16,0.832,"Congruent",1
"2274",16,1.38,"Congruent",1
"2275",16,1.606,"Congruent",1
"2276",16,0.693,"Congruent",1
"2277",16,0.825,"Congruent",1
"2278",16,0.798,"Congruent",1
"2279",16,0.942,"Congruent",1
"2280",16,1.234,"Congruent",1
"2281",16,0.667,"Congruent",1
"2282",16,0.775,"Congruent",1
"2283",16,0.663,"Congruent",1
"2284",16,0.65,"Congruent",1
"2285",16,0.769,"Congruent",1
"2286",16,1.225,"Congruent",1
"2287",16,0.955,"Congruent",1
"2288",16,1.682,"Congruent",1
"2289",16,1.018,"Congruent",1
"2290",16,1.426,"Congruent",1
"2291",16,0.757,"Congruent",1
"2292",20,1.134,"Incongruent",1
"2293",20,1.02,"Incongruent",1
"2294",20,0.838,"Incongruent",1
"2295",20,0.666,"Incongruent",1
"2296",20,0.894,"Incongruent",1
"2297",20,0.538,"Incongruent",1
"2298",20,0.68,"Incongruent",1
"2299",20,0.875,"Incongruent",1
"2300",20,0.589,"Incongruent",1
"2301",20,0.502,"Incongruent",1
"2302",20,0.582,"Incongruent",1
"2303",20,0.489,"Incongruent",1
"2304",20,0.595,"Incongruent",1
"2305",20,0.735,"Incongruent",1
"2306",20,0.661,"Incongruent",1
"2307",20,0.784,"Incongruent",1
"2308",20,0.576,"Incongruent",1
"2309",20,0.469,"Incongruent",1
"2310",20,0.657,"Incongruent",1
"2311",20,0.632,"Incongruent",1
"2312",20,0.54,"Incongruent",1
"2313",20,0.729,"Incongruent",1
"2314",20,0.697,"Incongruent",1
"2315",20,0.529,"Incongruent",1
"2316",20,1.251,"Incongruent",1
"2317",20,0.605,"Incongruent",1
"2318",20,0.744,"Incongruent",1
"2319",20,0.603,"Incongruent",1
"2320",20,0.592,"Incongruent",1
"2321",20,0.594,"Incongruent",1
"2322",20,0.538,"Incongruent",1
"2323",20,0.485,"Incongruent",1
"2324",20,0.492,"Incongruent",1
"2325",20,0.483,"Incongruent",1
"2326",20,0.443,"Incongruent",1
"2327",20,0.556,"Incongruent",1
"2328",20,0.537,"Incongruent",1
"2329",20,0.744,"Incongruent",1
"2330",20,0.602,"Incongruent",1
"2331",20,0.533,"Incongruent",1
"2332",20,0.703,"Incongruent",1
"2333",20,0.628,"Incongruent",1
"2334",20,0.561,"Incongruent",1
"2335",20,0.485,"Incongruent",1
"2336",20,0.505,"Incongruent",1
"2337",20,0.651,"Incongruent",1
"2338",20,0.651,"Incongruent",1
"2339",20,0.573,"Incongruent",1
"2340",20,0.847,"Congruent",1
"2341",20,0.56,"Congruent",1
"2342",20,0.557,"Congruent",1
"2343",20,0.522,"Congruent",1
"2344",20,0.532,"Congruent",1
"2345",20,0.471,"Congruent",1
"2346",20,0.57,"Congruent",1
"2347",20,0.524,"Congruent",1
"2348",20,0.607,"Congruent",1
"2349",20,0.659,"Congruent",1
"2350",20,0.578,"Congruent",1
"2351",20,0.499,"Congruent",1
"2352",20,0.595,"Congruent",1
"2353",20,0.504,"Congruent",1
"2354",20,0.577,"Congruent",1
"2355",20,0.469,"Congruent",1
"2356",20,0.553,"Congruent",1
"2357",20,0.503,"Congruent",1
"2358",20,0.583,"Congruent",1
"2359",20,0.515,"Congruent",1
"2360",20,0.539,"Congruent",1
"2361",20,0.628,"Congruent",1
"2362",20,0.525,"Congruent",1
"2363",20,0.434,"Congruent",1
"2364",20,0.613,"Congruent",1
"2365",20,0.66,"Congruent",1
"2366",20,0.461,"Congruent",1
"2367",20,0.475,"Congruent",1
"2368",20,0.481,"Congruent",1
"2369",20,0.542,"Congruent",1
"2370",20,0.467,"Congruent",1
"2371",20,0.657,"Congruent",1
"2372",20,0.499,"Congruent",1
"2373",20,0.691,"Congruent",1
"2374",20,0.764,"Congruent",1
"2375",20,0.883,"Congruent",1
"2376",20,0.493,"Congruent",1
"2377",20,0.495,"Congruent",1
"2378",20,0.445,"Congruent",1
"2379",20,0.528,"Congruent",1
"2380",20,0.435,"Congruent",1
"2381",20,0.476,"Congruent",1
"2382",20,0.80256,"Congruent",0
"2383",20,0.69,"Congruent",1
"2384",20,0.652,"Congruent",1
"2385",20,0.589,"Congruent",1
"2386",20,0.543,"Congruent",1
"2387",20,0.612,"Congruent",1
"2388",25,1.873,"Incongruent",1
"2389",25,0.992,"Incongruent",1
"2390",25,0.783,"Incongruent",1
"2391",25,1.342,"Incongruent",1
"2392",25,0.927,"Incongruent",1
"2393",25,0.766,"Incongruent",1
"2394",25,0.602,"Incongruent",1
"2395",25,0.869,"Incongruent",1
"2396",25,0.999,"Incongruent",1
"2397",25,1.216,"Incongruent",1
"2398",25,0.857,"Incongruent",1
"2399",25,0.907,"Incongruent",1
"2400",25,0.833,"Incongruent",1
"2401",25,0.519,"Incongruent",1
"2402",25,0.62,"Incongruent",1
"2403",25,0.716,"Incongruent",1
"2404",25,0.638,"Incongruent",1
"2405",25,1.924,"Incongruent",1
"2406",25,1.442,"Incongruent",1
"2407",25,1.044,"Incongruent",1
"2408",25,1.165,"Incongruent",1
"2409",25,1.323,"Incongruent",1
"2410",25,1.022,"Incongruent",1
"2411",25,0.808,"Incongruent",1
"2412",25,1.43,"Incongruent",1
"2413",25,0.637,"Incongruent",1
"2414",25,0.981,"Incongruent",1
"2415",25,0.782,"Incongruent",1
"2416",25,0.765,"Incongruent",1
"2417",25,1.027,"Incongruent",1
"2418",25,0.682,"Incongruent",1
"2419",25,0.672,"Incongruent",1
"2420",25,0.956,"Incongruent",1
"2421",25,0.837,"Incongruent",1
"2422",25,0.622,"Incongruent",1
"2423",25,0.797,"Incongruent",1
"2424",25,0.641,"Incongruent",1
"2425",25,0.662,"Incongruent",1
"2426",25,0.748,"Incongruent",1
"2427",25,0.581,"Incongruent",1
"2428",25,0.66,"Incongruent",1
"2429",25,1.008,"Incongruent",1
"2430",25,0.577,"Incongruent",1
"2431",25,0.592,"Incongruent",1
"2432",25,0.459,"Incongruent",1
"2433",25,0.515,"Incongruent",1
"2434",25,0.541,"Incongruent",1
"2435",25,0.453,"Incongruent",1
"2436",25,1.213,"Congruent",1
"2437",25,0.802,"Congruent",1
"2438",25,0.677,"Congruent",1
"2439",25,0.703,"Congruent",1
"2440",25,1.167,"Congruent",1
"2441",25,0.722,"Congruent",1
"2442",25,0.69,"Congruent",1
"2443",25,0.942,"Congruent",1
"2444",25,0.788,"Congruent",1
"2445",25,0.566,"Congruent",1
"2446",25,1.909,"Congruent",1
"2447",25,1.73516,"Congruent",0
"2448",25,1.597,"Congruent",1
"2449",25,1.236,"Congruent",1
"2450",25,1.454,"Congruent",1
"2451",25,0.678,"Congruent",1
"2452",25,0.719,"Congruent",1
"2453",25,1.09,"Congruent",1
"2454",25,1.001,"Congruent",1
"2455",25,1.409,"Congruent",1
"2456",25,1.48,"Congruent",1
"2457",25,0.723,"Congruent",1
"2458",25,0.722,"Congruent",1
"2459",25,0.861,"Congruent",1
"2460",25,0.85,"Congruent",1
"2461",25,0.662,"Congruent",1
"2462",25,0.548,"Congruent",1
"2463",25,0.544,"Congruent",1
"2464",25,0.681,"Congruent",1
"2465",25,0.848,"Congruent",1
"2466",25,0.487,"Congruent",1
"2467",25,0.53,"Congruent",1
"2468",25,0.52,"Congruent",1
"2469",25,0.641,"Congruent",1
"2470",25,0.614,"Congruent",1
"2471",25,0.594,"Congruent",1
"2472",25,0.456,"Congruent",1
"2473",25,1.01843,"Congruent",0
"2474",25,0.726,"Congruent",1
"2475",25,0.624,"Congruent",1
"2476",25,0.586,"Congruent",1
"2477",25,0.619,"Congruent",1
"2478",25,0.86,"Congruent",1
"2479",25,0.544,"Congruent",1
"2480",25,0.661,"Congruent",1
"2481",25,0.439,"Congruent",1
"2482",25,1.307,"Congruent",1
"2483",25,0.607,"Congruent",1
"2484",30,1.084,"Incongruent",1
"2485",30,1.439,"Incongruent",1
"2486",30,0.603,"Incongruent",1
"2487",30,0.649,"Incongruent",1
"2488",30,0.687,"Incongruent",1
"2489",30,0.71,"Incongruent",1
"2490",30,0.539,"Incongruent",1
"2491",30,0.674,"Incongruent",1
"2492",30,0.814,"Incongruent",1
"2493",30,0.751,"Incongruent",1
"2494",30,0.669,"Incongruent",1
"2495",30,0.526,"Incongruent",1
"2496",30,0.635,"Incongruent",1
"2497",30,0.925,"Incongruent",1
"2498",30,0.879,"Incongruent",1
"2499",30,0.617,"Incongruent",1
"2500",30,0.942,"Incongruent",1
"2501",30,1.31916,"Incongruent",0
"2502",30,0.915,"Incongruent",1
"2503",30,1.504,"Incongruent",1
"2504",30,0.664,"Incongruent",1
"2505",30,0.932,"Incongruent",1
"2506",30,0.765,"Incongruent",1
"2507",30,0.539,"Incongruent",1
"2508",30,0.779,"Incongruent",1
"2509",30,0.712,"Incongruent",1
"2510",30,0.577,"Incongruent",1
"2511",30,0.57,"Incongruent",1
"2512",30,0.574,"Incongruent",1
"2513",30,0.667,"Incongruent",1
"2514",30,0.611,"Incongruent",1
"2515",30,0.942,"Incongruent",1
"2516",30,0.875,"Incongruent",1
"2517",30,0.583,"Incongruent",1
"2518",30,0.457,"Incongruent",1
"2519",30,0.578,"Incongruent",1
"2520",30,0.634,"Incongruent",1
"2521",30,0.946,"Incongruent",1
"2522",30,0.457,"Incongruent",1
"2523",30,0.749,"Incongruent",1
"2524",30,0.562,"Incongruent",1
"2525",30,0.556,"Incongruent",1
"2526",30,0.653,"Incongruent",1
"2527",30,0.936,"Incongruent",1
