"","Subject","RT_Seconds","Condition","Response"
"4055",834,0.484,"Incongruent",1
"4056",834,0.712,"Congruent",1
"4057",834,0.471,"Congruent",1
"4058",834,0.678,"Congruent",1
"4059",834,0.577,"Congruent",1
"4060",834,0.483,"Congruent",1
"4061",834,0.506,"Congruent",1
"4062",834,0.508,"Congruent",1
"4063",834,0.583,"Congruent",1
"4064",834,0.532,"Congruent",1
"4065",834,0.73168,"Congruent",0
"4066",834,0.555,"Congruent",1
"4067",834,0.499,"Congruent",1
"4068",834,0.598,"Congruent",1
"4069",834,0.603,"Congruent",1
"4070",834,0.701,"Congruent",1
"4071",834,0.521,"Congruent",1
"4072",834,0.546,"Congruent",1
"4073",834,0.536,"Congruent",1
"4074",834,0.606,"Congruent",1
"4075",834,0.763,"Congruent",1
"4076",834,0.599,"Congruent",1
"4077",834,0.543,"Congruent",1
"4078",834,0.503,"Congruent",1
"4079",834,0.447,"Congruent",1
"4080",834,0.892,"Congruent",1
"4081",834,0.625,"Congruent",1
"4082",834,0.544,"Congruent",1
"4083",834,0.501,"Congruent",1
"4084",834,0.587,"Congruent",1
"4085",834,0.526,"Congruent",1
"4086",834,0.799,"Congruent",1
"4087",834,0.591,"Congruent",1
"4088",834,0.445,"Congruent",1
"4089",834,0.507,"Congruent",1
"4090",834,0.498,"Congruent",1
"4091",834,0.642,"Congruent",1
"4092",834,0.52,"Congruent",1
"4093",834,0.507,"Congruent",1
"4094",834,0.567,"Congruent",1
"4095",834,0.46,"Congruent",1
"4096",834,0.432,"Congruent",1
"4097",834,0.5,"Congruent",1
"4098",834,0.551,"Congruent",1
"4099",834,0.439,"Congruent",1
"4100",834,0.426,"Congruent",1
"4101",834,0.826,"Congruent",1
"4102",834,0.52,"Congruent",1
"4103",834,0.78,"Congruent",1
"4104",839,1.131,"Incongruent",1
"4105",839,1.743,"Incongruent",1
"4106",839,1.036,"Incongruent",1
"4107",839,1.384,"Incongruent",1
"4108",839,1.275,"Incongruent",1
"4109",839,0.739,"Incongruent",1
"4110",839,0.792,"Incongruent",1
"4111",839,0.766,"Incongruent",1
"4112",839,0.768,"Incongruent",1
"4113",839,0.529,"Incongruent",1
"4114",839,0.593,"Incongruent",1
"4115",839,0.516,"Incongruent",1
"4116",839,0.547,"Incongruent",1
"4117",839,0.711,"Incongruent",1
"4118",839,0.612,"Incongruent",1
"4119",839,0.554,"Incongruent",1
"4120",839,0.598,"Incongruent",1
"4121",839,1.44269,"Incongruent",0
"4122",839,0.659,"Incongruent",1
"4123",839,0.651,"Incongruent",1
"4124",839,0.569,"Incongruent",1
"4125",839,0.597,"Incongruent",1
"4126",839,0.662,"Incongruent",1
"4127",839,1.045,"Incongruent",1
"4128",839,0.983,"Incongruent",1
"4129",839,0.551,"Incongruent",1
"4130",839,0.48,"Incongruent",1
"4131",839,0.503,"Incongruent",1
"4132",839,0.533,"Incongruent",1
"4133",839,0.515,"Incongruent",1
"4134",839,0.581,"Incongruent",1
"4135",839,0.81025,"Incongruent",0
"4136",839,0.69,"Incongruent",1
"4137",839,0.567,"Incongruent",1
"4138",839,0.518,"Incongruent",1
"4139",839,0.81025,"Incongruent",0
"4140",839,0.723,"Incongruent",1
"4141",839,0.597,"Incongruent",1
"4142",839,0.715,"Incongruent",1
"4143",839,0.504,"Incongruent",1
"4144",839,0.547,"Incongruent",1
"4145",839,0.547,"Incongruent",1
"4146",839,0.541,"Incongruent",1
"4147",839,0.556,"Incongruent",1
"4148",839,0.621,"Incongruent",1
"4149",839,0.471,"Incongruent",1
"4150",839,0.55,"Incongruent",1
"4151",839,0.593,"Incongruent",1
"4152",839,1.087,"Congruent",1
"4153",839,0.577,"Congruent",1
"4154",839,0.613,"Congruent",1
"4155",839,0.448,"Congruent",1
"4156",839,0.531,"Congruent",1
"4157",839,0.358,"Congruent",1
"4158",839,0.513,"Congruent",1
"4159",839,0.618,"Congruent",1
"4160",839,0.613,"Congruent",1
"4161",839,0.731,"Congruent",1
"4162",839,0.559,"Congruent",1
"4163",839,0.512,"Congruent",1
"4164",839,0.604,"Congruent",1
"4165",839,0.498,"Congruent",1
"4166",839,0.559,"Congruent",1
"4167",839,0.586,"Congruent",1
"4168",839,0.561,"Congruent",1
"4169",839,0.524,"Congruent",1
"4170",839,0.577,"Congruent",1
"4171",839,0.85358,"Congruent",0
"4172",839,0.607,"Congruent",1
"4173",839,0.586,"Congruent",1
"4174",839,0.63,"Congruent",1
"4175",839,0.85358,"Congruent",0
"4176",839,0.838,"Congruent",1
"4177",839,0.594,"Congruent",1
"4178",839,0.568,"Congruent",1
"4179",839,0.677,"Congruent",1
"4180",839,0.581,"Congruent",1
"4181",839,0.591,"Congruent",1
"4182",839,0.507,"Congruent",1
"4183",839,0.496,"Congruent",1
"4184",839,0.486,"Congruent",1
"4185",839,0.537,"Congruent",1
"4186",839,0.555,"Congruent",1
"4187",839,0.577,"Congruent",1
"4188",839,0.585,"Congruent",1
"4189",839,0.628,"Congruent",1
"4190",839,0.595,"Congruent",1
"4191",839,0.578,"Congruent",1
"4192",839,0.532,"Congruent",1
"4193",839,0.609,"Congruent",1
"4194",839,0.489,"Congruent",1
"4195",839,0.637,"Congruent",1
"4196",839,0.83838,"Congruent",0
"4197",839,1.018,"Congruent",1
"4198",839,0.628,"Congruent",1
"4199",839,0.621,"Congruent",1
"4200",843,2.477,"Incongruent",1
"4201",843,0.915,"Incongruent",1
"4202",843,2.57,"Incongruent",1
"4203",843,1.557,"Incongruent",1
"4204",843,0.764,"Incongruent",1
"4205",843,0.689,"Incongruent",1
"4206",843,0.994,"Incongruent",1
"4207",843,1.405,"Incongruent",1
"4208",843,1.029,"Incongruent",1
"4209",843,1.554,"Incongruent",1
"4210",843,0.555,"Incongruent",1
"4211",843,1.183,"Incongruent",1
"4212",843,0.961,"Incongruent",1
"4213",843,0.611,"Incongruent",1
"4214",843,0.951,"Incongruent",1
"4215",843,0.687,"Incongruent",1
"4216",843,0.907,"Incongruent",1
"4217",843,0.902,"Incongruent",1
"4218",843,0.469,"Incongruent",1
"4219",843,0.71,"Incongruent",1
"4220",843,0.74,"Incongruent",1
"4221",843,0.754,"Incongruent",1
"4222",843,1.056,"Incongruent",1
"4223",843,1.041,"Incongruent",1
"4224",843,1.666,"Incongruent",1
"4225",843,0.77,"Incongruent",1
"4226",843,1.41077,"Incongruent",0
"4227",843,1.024,"Incongruent",1
"4228",843,0.818,"Incongruent",1
"4229",843,1.3,"Incongruent",1
"4230",843,0.6,"Incongruent",1
"4231",843,1.151,"Incongruent",1
"4232",843,0.694,"Incongruent",1
"4233",843,0.671,"Incongruent",1
"4234",843,0.489,"Incongruent",1
"4235",843,0.535,"Incongruent",1
"4236",843,0.673,"Incongruent",1
"4237",843,1.014,"Incongruent",1
"4238",843,0.635,"Incongruent",1
"4239",843,1.41077,"Incongruent",0
"4240",843,0.931,"Incongruent",1
"4241",843,0.583,"Incongruent",1
"4242",843,0.825,"Incongruent",1
"4243",843,0.958,"Incongruent",1
"4244",843,0.854,"Incongruent",1
"4245",843,0.926,"Incongruent",1
"4246",843,0.808,"Incongruent",1
"4247",843,1.122,"Congruent",1
"4248",843,0.615,"Congruent",1
"4249",843,0.702,"Congruent",1
"4250",843,0.965,"Congruent",1
"4251",843,0.958,"Congruent",1
"4252",843,0.714,"Congruent",1
"4253",843,1.523,"Congruent",1
"4254",843,0.738,"Congruent",1
"4255",843,1.932,"Congruent",1
"4256",843,0.961,"Congruent",1
"4257",843,0.968,"Congruent",1
"4258",843,1.184,"Congruent",1
"4259",843,0.912,"Congruent",1
"4260",843,0.946,"Congruent",1
"4261",843,0.897,"Congruent",1
"4262",843,0.678,"Congruent",1
"4263",843,0.552,"Congruent",1
"4264",843,0.549,"Congruent",1
"4265",843,0.577,"Congruent",1
"4266",843,0.601,"Congruent",1
"4267",843,1.60561,"Congruent",0
"4268",843,1.031,"Congruent",1
"4269",843,1.381,"Congruent",1
"4270",843,0.594,"Congruent",1
"4271",843,1.374,"Congruent",1
"4272",843,0.569,"Congruent",1
"4273",843,0.933,"Congruent",1
"4274",843,0.6,"Congruent",1
"4275",843,0.911,"Congruent",1
"4276",843,0.546,"Congruent",1
"4277",843,0.618,"Congruent",1
"4278",843,0.622,"Congruent",1
"4279",843,0.591,"Congruent",1
"4280",843,1.20283,"Congruent",0
"4281",843,0.842,"Congruent",1
"4282",843,0.739,"Congruent",1
"4283",843,0.681,"Congruent",1
"4284",843,0.68,"Congruent",1
"4285",843,0.62,"Congruent",1
"4286",843,0.821,"Congruent",1
"4287",843,0.532,"Congruent",1
"4288",843,0.732,"Congruent",1
"4289",843,1.33,"Congruent",1
"4290",843,0.911,"Congruent",1
"4291",843,0.638,"Congruent",1
"4292",843,0.627,"Congruent",1
"4293",843,0.604,"Congruent",1
"4294",843,0.455,"Congruent",1
"4295",846,2.064,"Incongruent",1
"4296",846,0.728,"Incongruent",1
"4297",846,0.523,"Incongruent",1
"4298",846,0.507,"Incongruent",1
"4299",846,0.531,"Incongruent",1
"4300",846,2.238,"Incongruent",1
"4301",846,1.652,"Incongruent",1
"4302",846,1.8541,"Incongruent",0
"4303",846,0.878,"Incongruent",1
"4304",846,1.128,"Incongruent",1
"4305",846,0.748,"Incongruent",1
"4306",846,0.809,"Incongruent",1
"4307",846,0.776,"Incongruent",1
"4308",846,0.808,"Incongruent",1
"4309",846,0.684,"Incongruent",1
"4310",846,0.858,"Incongruent",1
"4311",846,0.701,"Incongruent",1
"4312",846,0.694,"Incongruent",1
"4313",846,0.885,"Incongruent",1
"4314",846,1.293,"Incongruent",1
"4315",846,0.574,"Incongruent",1
"4316",846,0.728,"Incongruent",1
"4317",846,0.61,"Incongruent",1
"4318",846,0.691,"Incongruent",1
"4319",846,0.772,"Incongruent",1
"4320",846,0.496,"Incongruent",1
"4321",846,0.577,"Incongruent",1
"4322",846,0.396,"Incongruent",1
"4323",846,0.471,"Incongruent",1
"4324",846,0.583,"Incongruent",1
"4325",846,0.67,"Incongruent",1
"4326",846,0.581,"Incongruent",1
"4327",846,0.78,"Incongruent",1
"4328",846,0.478,"Incongruent",1
"4329",846,0.611,"Incongruent",1
"4330",846,0.677,"Incongruent",1
"4331",846,0.672,"Incongruent",1
"4332",846,0.483,"Incongruent",1
"4333",846,0.713,"Incongruent",1
"4334",846,0.843,"Incongruent",1
"4335",846,0.791,"Incongruent",1
"4336",846,0.763,"Incongruent",1
"4337",846,0.612,"Incongruent",1
"4338",846,0.61,"Incongruent",1
"4339",846,0.656,"Incongruent",1
"4340",846,0.535,"Incongruent",1
"4341",846,0.507,"Incongruent",1
"4342",846,0.579,"Incongruent",1
"4343",846,0.697,"Congruent",1
"4344",846,0.626,"Congruent",1
"4345",846,0.795,"Congruent",1
"4346",846,0.465,"Congruent",1
"4347",846,0.506,"Congruent",1
"4348",846,0.628,"Congruent",1
"4349",846,0.47,"Congruent",1
"4350",846,0.47,"Congruent",1
"4351",846,0.567,"Congruent",1
"4352",846,0.512,"Congruent",1
"4353",846,0.6,"Congruent",1
"4354",846,0.466,"Congruent",1
"4355",846,0.453,"Congruent",1
"4356",846,0.624,"Congruent",1
"4357",846,0.558,"Congruent",1
"4358",846,0.481,"Congruent",1
"4359",846,0.52,"Congruent",1
"4360",846,0.504,"Congruent",1
"4361",846,0.4,"Congruent",1
"4362",846,0.384,"Congruent",1
"4363",846,0.508,"Congruent",1
"4364",846,0.532,"Congruent",1
"4365",846,0.523,"Congruent",1
"4366",846,0.501,"Congruent",1
"4367",846,0.9,"Congruent",1
"4368",846,0.562,"Congruent",1
"4369",846,0.549,"Congruent",1
"4370",846,0.485,"Congruent",1
"4371",846,0.446,"Congruent",1
"4372",846,0.419,"Congruent",1
"4373",846,0.585,"Congruent",1
"4374",846,0.559,"Congruent",1
"4375",846,0.583,"Congruent",1
"4376",846,0.63,"Congruent",1
"4377",846,0.574,"Congruent",1
"4378",846,0.577,"Congruent",1
"4379",846,0.545,"Congruent",1
"4380",846,0.469,"Congruent",1
"4381",846,0.627,"Congruent",1
"4382",846,0.654,"Congruent",1
"4383",846,0.534,"Congruent",1
"4384",846,0.531,"Congruent",1
"4385",846,0.5,"Congruent",1
"4386",846,0.526,"Congruent",1
"4387",846,0.533,"Congruent",1
"4388",846,0.535,"Congruent",1
"4389",846,0.672,"Congruent",1
"4390",846,0.493,"Congruent",1
"4391",849,1.367,"Incongruent",1
"4392",849,0.902,"Incongruent",1
"4393",849,1.054,"Incongruent",1
"4394",849,0.72,"Incongruent",1
"4395",849,0.974,"Incongruent",1
"4396",849,0.666,"Incongruent",1
"4397",849,0.964,"Incongruent",1
"4398",849,0.776,"Incongruent",1
"4399",849,0.906,"Incongruent",1
"4400",849,1.244,"Incongruent",1
"4401",849,1.425,"Incongruent",1
"4402",849,0.734,"Incongruent",1
"4403",849,1.131,"Incongruent",1
"4404",849,0.82,"Incongruent",1
"4405",849,0.763,"Incongruent",1
"4406",849,0.824,"Incongruent",1
"4407",849,0.736,"Incongruent",1
"4408",849,0.763,"Incongruent",1
"4409",849,1.114,"Incongruent",1
"4410",849,0.843,"Incongruent",1
"4411",849,0.681,"Incongruent",1
"4412",849,1.001,"Incongruent",1
"4413",849,0.592,"Incongruent",1
"4414",849,0.601,"Incongruent",1
"4415",849,0.878,"Incongruent",1
"4416",849,0.851,"Incongruent",1
"4417",849,0.787,"Incongruent",1
"4418",849,0.776,"Incongruent",1
"4419",849,0.64,"Incongruent",1
"4420",849,0.801,"Incongruent",1
"4421",849,0.597,"Incongruent",1
"4422",849,0.739,"Incongruent",1
"4423",849,0.629,"Incongruent",1
"4424",849,0.729,"Incongruent",1
"4425",849,0.61,"Incongruent",1
"4426",849,0.849,"Incongruent",1
"4427",849,0.805,"Incongruent",1
"4428",849,1.224,"Incongruent",1
"4429",849,0.715,"Incongruent",1
"4430",849,0.887,"Incongruent",1
"4431",849,1.838,"Incongruent",1
"4432",849,0.917,"Incongruent",1
"4433",849,1.483,"Incongruent",1
"4434",849,0.619,"Incongruent",1
"4435",849,0.92,"Incongruent",1
"4436",849,0.968,"Incongruent",1
"4437",849,0.695,"Incongruent",1
"4438",849,0.887,"Incongruent",1
"4439",849,0.941,"Congruent",1
"4440",849,0.933,"Congruent",1
"4441",849,0.641,"Congruent",1
"4442",849,0.901,"Congruent",1
"4443",849,1.093,"Congruent",1
"4444",849,0.757,"Congruent",1
"4445",849,0.746,"Congruent",1
"4446",849,1.48734,"Congruent",0
"4447",849,1.184,"Congruent",1
"4448",849,0.732,"Congruent",1
"4449",849,1.507,"Congruent",1
"4450",849,1.48734,"Congruent",0
"4451",849,1.504,"Congruent",1
"4452",849,0.924,"Congruent",1
"4453",849,1.409,"Congruent",1
"4454",849,0.72,"Congruent",1
"4455",849,1.167,"Congruent",1
"4456",849,0.974,"Congruent",1
"4457",849,1.035,"Congruent",1
"4458",849,0.854,"Congruent",1
"4459",849,0.804,"Congruent",1
"4460",849,1.161,"Congruent",1
"4461",849,0.901,"Congruent",1
"4462",849,0.735,"Congruent",1
"4463",849,0.963,"Congruent",1
"4464",849,0.715,"Congruent",1
"4465",849,0.888,"Congruent",1
"4466",849,0.827,"Congruent",1
"4467",849,0.661,"Congruent",1
"4468",849,0.56,"Congruent",1
"4469",849,0.783,"Congruent",1
"4470",849,0.794,"Congruent",1
"4471",849,0.825,"Congruent",1
"4472",849,0.987,"Congruent",1
"4473",849,0.723,"Congruent",1
"4474",849,0.746,"Congruent",1
"4475",849,0.645,"Congruent",1
"4476",849,0.652,"Congruent",1
"4477",849,1.266,"Congruent",1
"4478",849,1.41584,"Congruent",0
"4479",849,1.314,"Congruent",1
"4480",849,0.786,"Congruent",1
"4481",849,0.816,"Congruent",1
"4482",849,0.771,"Congruent",1
"4483",849,0.694,"Congruent",1
"4484",849,0.66,"Congruent",1
"4485",849,0.878,"Congruent",1
"4486",849,1.826,"Congruent",1
"4487",852,1.111,"Incongruent",1
"4488",852,0.641,"Incongruent",1
"4489",852,0.849,"Incongruent",1
"4490",852,1.031,"Incongruent",1
"4491",852,0.783,"Incongruent",1
"4492",852,0.775,"Incongruent",1
"4493",852,0.613,"Incongruent",1
"4494",852,0.544,"Incongruent",1
"4495",852,0.799,"Incongruent",1
"4496",852,0.953,"Incongruent",1
"4497",852,0.704,"Incongruent",1
"4498",852,0.787,"Incongruent",1
"4499",852,0.828,"Incongruent",1
"4500",852,1.366,"Incongruent",1
"4501",852,0.931,"Incongruent",1
"4502",852,0.856,"Incongruent",1
"4503",852,0.668,"Incongruent",1
"4504",852,0.627,"Incongruent",1
"4505",852,0.685,"Incongruent",1
"4506",852,0.566,"Incongruent",1
"4507",852,0.616,"Incongruent",1
"4508",852,0.494,"Incongruent",1
"4509",852,0.649,"Incongruent",1
"4510",852,0.902,"Incongruent",1
"4511",852,2.056,"Incongruent",1
"4512",852,0.718,"Incongruent",1
"4513",852,0.571,"Incongruent",1
"4514",852,0.806,"Incongruent",1
"4515",852,0.749,"Incongruent",1
"4516",852,0.761,"Incongruent",1
"4517",852,0.753,"Incongruent",1
"4518",852,0.625,"Incongruent",1
"4519",852,0.96,"Incongruent",1
"4520",852,0.584,"Incongruent",1
"4521",852,0.664,"Incongruent",1
"4522",852,0.641,"Incongruent",1
"4523",852,0.639,"Incongruent",1
"4524",852,0.614,"Incongruent",1
"4525",852,0.701,"Incongruent",1
"4526",852,0.641,"Incongruent",1
"4527",852,0.698,"Incongruent",1
"4528",852,1.029,"Incongruent",1
"4529",852,1.75305,"Incongruent",0
"4530",852,2.354,"Incongruent",1
"4531",852,0.804,"Incongruent",1
"4532",852,0.806,"Incongruent",1
"4533",852,0.77,"Incongruent",1
"4534",852,1.023,"Incongruent",1
"4535",852,1.042,"Congruent",1
"4536",852,0.593,"Congruent",1
"4537",852,0.495,"Congruent",1
"4538",852,0.753,"Congruent",1
"4539",852,0.591,"Congruent",1
"4540",852,0.539,"Congruent",1
"4541",852,0.577,"Congruent",1
"4542",852,0.558,"Congruent",1
"4543",852,0.53,"Congruent",1
"4544",852,1.398,"Congruent",1
"4545",852,0.5,"Congruent",1
"4546",852,0.646,"Congruent",1
"4547",852,0.569,"Congruent",1
"4548",852,0.5,"Congruent",1
"4549",852,0.592,"Congruent",1
"4550",852,0.5,"Congruent",1
"4551",852,0.425,"Congruent",1
"4552",852,0.514,"Congruent",1
"4553",852,0.581,"Congruent",1
"4554",852,1.12,"Congruent",1
"4555",852,0.554,"Congruent",1
"4556",852,0.657,"Congruent",1
"4557",852,0.448,"Congruent",1
"4558",852,0.52,"Congruent",1
"4559",852,0.898,"Congruent",1
"4560",852,0.594,"Congruent",1
"4561",852,0.834,"Congruent",1
"4562",852,0.592,"Congruent",1
"4563",852,0.6,"Congruent",1
"4564",852,0.576,"Congruent",1
"4565",852,0.553,"Congruent",1
"4566",852,0.581,"Congruent",1
"4567",852,0.562,"Congruent",1
"4568",852,0.484,"Congruent",1
"4569",852,0.877,"Congruent",1
"4570",852,0.466,"Congruent",1
"4571",852,0.505,"Congruent",1
"4572",852,0.589,"Congruent",1
"4573",852,0.522,"Congruent",1
"4574",852,0.529,"Congruent",1
"4575",852,0.542,"Congruent",1
"4576",852,0.498,"Congruent",1
"4577",852,0.468,"Congruent",1
"4578",852,0.482,"Congruent",1
"4579",852,0.713,"Congruent",1
"4580",852,0.604,"Congruent",1
"4581",852,0.455,"Congruent",1
"4582",852,0.547,"Congruent",1
"4583",856,1.064,"Incongruent",1
"4584",856,1.185,"Incongruent",1
"4585",856,0.892,"Incongruent",1
"4586",856,0.766,"Incongruent",1
"4587",856,0.858,"Incongruent",1
"4588",856,0.931,"Incongruent",1
"4589",856,1.04,"Incongruent",1
"4590",856,0.681,"Incongruent",1
"4591",856,0.691,"Incongruent",1
"4592",856,0.627,"Incongruent",1
"4593",856,0.565,"Incongruent",1
"4594",856,0.497,"Incongruent",1
"4595",856,0.45,"Incongruent",1
"4596",856,0.426,"Incongruent",1
"4597",856,0.551,"Incongruent",1
"4598",856,0.473,"Incongruent",1
"4599",856,0.802,"Incongruent",1
"4600",856,0.55,"Incongruent",1
"4601",856,0.694,"Incongruent",1
"4602",856,0.55,"Incongruent",1
"4603",856,0.482,"Incongruent",1
"4604",856,0.469,"Incongruent",1
"4605",856,0.531,"Incongruent",1
"4606",856,0.698,"Incongruent",1
"4607",856,1.498,"Incongruent",1
"4608",856,0.48,"Incongruent",1
"4609",856,0.553,"Incongruent",1
"4610",856,0.51,"Incongruent",1
"4611",856,0.494,"Incongruent",1
"4612",856,0.594,"Incongruent",1
"4613",856,0.601,"Incongruent",1
"4614",856,0.57,"Incongruent",1
"4615",856,0.493,"Incongruent",1
"4616",856,0.608,"Incongruent",1
"4617",856,0.518,"Incongruent",1
"4618",856,0.485,"Incongruent",1
"4619",856,0.524,"Incongruent",1
"4620",856,0.868,"Incongruent",1
"4621",856,0.602,"Incongruent",1
"4622",856,0.727,"Incongruent",1
"4623",856,0.561,"Incongruent",1
"4624",856,0.57,"Incongruent",1
"4625",856,0.513,"Incongruent",1
"4626",856,0.725,"Incongruent",1
"4627",856,0.565,"Incongruent",1
"4628",856,0.5,"Incongruent",1
"4629",856,0.681,"Incongruent",1
"4630",856,0.531,"Incongruent",1
"4631",856,0.757,"Congruent",1
"4632",856,0.729,"Congruent",1
"4633",856,0.848,"Congruent",1
"4634",856,0.553,"Congruent",1
"4635",856,0.615,"Congruent",1
"4636",856,0.913,"Congruent",1
"4637",856,0.642,"Congruent",1
"4638",856,0.509,"Congruent",1
"4639",856,0.499,"Congruent",1
"4640",856,0.442,"Congruent",1
"4641",856,1.2642,"Congruent",0
"4642",856,1.2642,"Congruent",0
"4643",856,1.2642,"Congruent",0
"4644",856,1.172,"Congruent",1
"4645",856,1.304,"Congruent",1
"4646",856,1.124,"Congruent",1
"4647",856,1.066,"Congruent",1
"4648",856,0.865,"Congruent",1
"4649",856,0.735,"Congruent",1
"4650",856,0.532,"Congruent",1
"4651",856,0.999,"Congruent",1
"4652",856,0.741,"Congruent",1
"4653",856,0.743,"Congruent",1
"4654",856,0.616,"Congruent",1
"4655",856,0.735,"Congruent",1
"4656",856,0.529,"Congruent",1
"4657",856,0.516,"Congruent",1
"4658",856,0.526,"Congruent",1
"4659",856,0.527,"Congruent",1
"4660",856,0.459,"Congruent",1
"4661",856,0.507,"Congruent",1
"4662",856,0.548,"Congruent",1
"4663",856,0.681,"Congruent",1
"4664",856,0.643,"Congruent",1
"4665",856,0.399,"Congruent",1
"4666",856,1.023,"Congruent",1
"4667",856,0.708,"Congruent",1
"4668",856,0.93215,"Congruent",0
"4669",856,0.93215,"Congruent",0
"4670",856,0.556,"Congruent",1
"4671",856,0.884,"Congruent",1
"4672",856,0.835,"Congruent",1
"4673",856,0.631,"Congruent",1
"4674",856,0.65,"Congruent",1
"4675",856,0.47,"Congruent",1
"4676",856,0.512,"Congruent",1
"4677",856,0.93215,"Congruent",0
"4678",856,0.93215,"Congruent",0
"4679",861,0.669,"Incongruent",1
"4680",861,0.686,"Incongruent",1
"4681",861,0.491,"Incongruent",1
"4682",861,1.65446,"Incongruent",0
"4683",861,0.806,"Incongruent",1
"4684",861,0.607,"Incongruent",1
"4685",861,1.65446,"Incongruent",0
"4686",861,2.021,"Incongruent",1
"4687",861,0.714,"Incongruent",1
"4688",861,1.232,"Incongruent",1
"4689",861,0.926,"Incongruent",1
"4690",861,1.497,"Incongruent",1
"4691",861,0.576,"Incongruent",1
"4692",861,0.869,"Incongruent",1
"4693",861,1.017,"Incongruent",1
"4694",861,0.528,"Incongruent",1
"4695",861,0.609,"Incongruent",1
"4696",861,0.571,"Incongruent",1
"4697",861,0.564,"Incongruent",1
"4698",861,0.907,"Incongruent",1
"4699",861,0.731,"Incongruent",1
"4700",861,0.604,"Incongruent",1
"4701",861,1.609,"Incongruent",1
"4702",861,0.7,"Incongruent",1
"4703",861,1.031,"Incongruent",1
"4704",861,0.601,"Incongruent",1
"4705",861,0.594,"Incongruent",1
"4706",861,0.577,"Incongruent",1
"4707",861,0.952,"Incongruent",1
"4708",861,0.671,"Incongruent",1
"4709",861,0.54,"Incongruent",1
"4710",861,0.539,"Incongruent",1
"4711",861,0.36,"Incongruent",1
"4712",861,0.525,"Incongruent",1
"4713",861,0.801,"Incongruent",1
"4714",861,0.521,"Incongruent",1
"4715",861,1.284,"Incongruent",1
"4716",861,0.642,"Incongruent",1
"4717",861,0.584,"Incongruent",1
"4718",861,0.972,"Incongruent",1
"4719",861,0.52,"Incongruent",1
"4720",861,0.729,"Incongruent",1
"4721",861,0.572,"Incongruent",1
"4722",861,0.552,"Incongruent",1
"4723",861,0.596,"Incongruent",1
"4724",861,1.378,"Incongruent",1
"4725",861,0.427,"Incongruent",1
"4726",861,0.63,"Incongruent",1
"4727",861,1.073,"Congruent",1
"4728",861,0.693,"Congruent",1
"4729",861,0.502,"Congruent",1
"4730",861,0.587,"Congruent",1
"4731",861,0.541,"Congruent",1
"4732",861,0.649,"Congruent",1
"4733",861,0.583,"Congruent",1
"4734",861,0.5,"Congruent",1
"4735",861,0.97924,"Congruent",0
"4736",861,0.543,"Congruent",1
"4737",861,0.377,"Congruent",1
"4738",861,0.71,"Congruent",1
"4739",861,0.898,"Congruent",1
"4740",861,0.802,"Congruent",1
"4741",861,0.529,"Congruent",1
"4742",861,0.372,"Congruent",1
"4743",861,0.584,"Congruent",1
"4744",861,0.97924,"Congruent",0
"4745",861,0.72,"Congruent",1
"4746",861,0.534,"Congruent",1
"4747",861,0.902,"Congruent",1
"4748",861,0.658,"Congruent",1
"4749",861,0.564,"Congruent",1
"4750",861,0.73,"Congruent",1
"4751",861,0.562,"Congruent",1
"4752",861,0.436,"Congruent",1
"4753",861,0.649,"Congruent",1
"4754",861,0.83617,"Congruent",0
"4755",861,0.642,"Congruent",1
"4756",861,0.455,"Congruent",1
"4757",861,0.308,"Congruent",1
"4758",861,0.356,"Congruent",1
"4759",861,0.583,"Congruent",1
"4760",861,0.814,"Congruent",1
"4761",861,0.537,"Congruent",1
"4762",861,0.417,"Congruent",1
"4763",861,0.64,"Congruent",1
"4764",861,0.644,"Congruent",1
"4765",861,0.915,"Congruent",1
"4766",861,0.57,"Congruent",1
"4767",861,0.407,"Congruent",1
"4768",861,0.528,"Congruent",1
"4769",861,0.652,"Congruent",1
"4770",861,0.597,"Congruent",1
"4771",861,0.608,"Congruent",1
"4772",861,0.547,"Congruent",1
"4773",861,0.568,"Congruent",1
"4774",861,0.512,"Congruent",1
"4775",866,1.165,"Incongruent",1
"4776",866,0.769,"Incongruent",1
"4777",866,1.004,"Incongruent",1
"4778",866,0.682,"Incongruent",1
"4779",866,0.681,"Incongruent",1
"4780",866,0.837,"Incongruent",1
"4781",866,0.668,"Incongruent",1
"4782",866,1.047,"Incongruent",1
"4783",866,0.655,"Incongruent",1
"4784",866,0.789,"Incongruent",1
"4785",866,0.918,"Incongruent",1
"4786",866,0.599,"Incongruent",1
"4787",866,0.539,"Incongruent",1
"4788",866,0.922,"Incongruent",1
"4789",866,0.816,"Incongruent",1
"4790",866,0.834,"Incongruent",1
"4791",866,1.556,"Incongruent",1
"4792",866,0.826,"Incongruent",1
"4793",866,0.833,"Incongruent",1
"4794",866,0.601,"Incongruent",1
"4795",866,0.627,"Incongruent",1
"4796",866,0.801,"Incongruent",1
"4797",866,0.82,"Incongruent",1
"4798",866,0.626,"Incongruent",1
"4799",866,0.869,"Incongruent",1
"4800",866,0.624,"Incongruent",1
"4801",866,0.748,"Incongruent",1
"4802",866,0.761,"Incongruent",1
"4803",866,0.902,"Incongruent",1
"4804",866,0.858,"Incongruent",1
"4805",866,0.752,"Incongruent",1
"4806",866,0.717,"Incongruent",1
"4807",866,0.54,"Incongruent",1
"4808",866,0.655,"Incongruent",1
